NAME,MSINI,A,PER,TT,K,B,DEPTH,I,R,DENSITY,TRANSITREF,TRANSITURL,ORBREF,ORBURL
,mjupiter,au,day,,m/s,,,deg,rjupiter,g/cm^3,,,,
Kepler-191 d,,0.0608391,5.94504102,2455003.473,,,0.000691164,,0.203,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-357 c,,0.128672,16.85837,2454975.34264,,0.82,,,0.238201,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-861 b,,0.0457701,3.94963138,2454967.609,,,0.000710756,,0.203,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1258 b,,0.0193089,0.98494017,2454966.32,,,0.00006889,,0.077,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
TRAPPIST-1 c,,0.0157578,2.42180746,2457282.80879,,0.148,0.00694,89.7,0.100309,,Delrez 2018,http://adsabs.harvard.edu/abs/2018MNRAS.475.3577D,Delrez 2018,http://adsabs.harvard.edu/abs/2018MNRAS.475.3577D
Kepler-552 b,,0.0598041,5.26341577,2455007.351,,,0.00119232,,0.352,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-129 b,0.970133,0.0628192,5.748145,2457027.4373,110,0.62,0.0114,87.7,0.956248,1.47236,Maxted 2016,http://adsabs.harvard.edu/abs/2016A%26A...591A..55M,Maxted 2016,http://adsabs.harvard.edu/abs/2016A%26A...591A..55M
Kepler-1441 b,,0.226767,39.4419839,2455002.137,,,0.000149084,,0.117,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1341 b,,0.471386,132.9968322,2455091.386,,,0.00141752,,0.267,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-738 b,,0.157366,24.58721573,2455006.704,,,0.000796933,,0.223,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-42 b,0.496749,0.0547344,4.9816877,2455650.56723,64.3,0.41,0.0165,88.3,1.063,0.546312,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L
Kepler-1612 b,,0.047981,3.91795101,2454965.864,,,0.0000978121,,0.092,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-885 b,,0.143843,18.11472949,2454980.492,,,0.00027689,,0.223,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-53 d,,0.0893308,9.751962,2454971.7852,,0.81,,,0.189134,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-48 b,0.0123287,0.0532027,4.778,2454957.06113,1.62,0.17,0.000373185,,0.17133,3.23,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-1614 b,,0.045182,3.9466141,2454965.246,,,0.000312582,,0.133,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-41 b,0.799609,0.0425775,2.694047,2454983.86167,92.5,0.222,0.0105678,87.7,1.685,0.2,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H
Kepler-1493 b,,0.121485,15.0217983,2454976.702,,,0.0000923521,,0.126,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-42 c,,0.00585017,0.45328509,2454966.86952,,0.52,0.00156025,,0.0650682,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M
Kepler-1492 b,,0.117442,16.75255007,2454964.595,,,0.000351188,,0.133,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HATS-15 b,2.16007,0.0271372,1.74748753,2456387.21161,399,0.317,0.0151,87.13,1.12744,1.97,Ciceri 2016,http://adsabs.harvard.edu/abs/2016PASP..128g4401C,Ciceri 2016,http://adsabs.harvard.edu/abs/2016PASP..128g4401C
Kepler-1461 b,,0.17214,29.3494775,2454981.465,,,0.000618517,,0.181,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-846 b,,0.140349,19.80792185,2454972.378,,,0.000612068,,0.221,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
KELT-4 A b,0.871198,0.0432172,2.9895933,2456188.815,108.6,0.689,0.01186,83.11,1.74479,0.219,Eastman 2016,http://adsabs.harvard.edu/abs/2016AJ....151...45E,Eastman 2016,http://adsabs.harvard.edu/abs/2016AJ....151...45E
Kepler-275 d,,0.212092,35.676062,2454978.00066,,0.73,,,0.297083,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-52 b,,0.0630945,7.8773565,2455009.37692,,0.8142,,,0.187182,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-1561 b,,0.0200865,1.00520701,2454965.455,,,0.0000893025,,0.097,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
OGLE-TR-10 b,0.626643,0.0434856,3.10129,2452070.2223,80,0,0.0121,90,1.25,0.4,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
Kepler-370 b,,0.0539702,4.57953,2454968.09728,,0.91,,,0.14185,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-601 b,,0.0569124,5.37886844,2455002.615,,,0.000497736,,0.17,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1179 b,,0.0356726,2.68505749,2454965.604,,,0.000220523,,0.118,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-930 b,,0.36301,71.4517775,2454981.813,,,0.000200789,,0.19,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
KELT-14 b,1.25718,0.0300684,1.7100566,2546665.22401,185.1,0.8622,0.01386,78.3,1.78074,0.301481,Turner 2016,http://adsabs.harvard.edu/abs/2016PASP..128f4401T,Turner 2016,http://adsabs.harvard.edu/abs/2016PASP..128f4401T
Kepler-1073 b,,0.0826512,8.67888593,2454966.038,,,0.000459245,,0.205,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
MASCARA-1 b,1.73291,0.0390586,2.14878,2457097.278,190,0.2,0.0054,87,1.53565,1.5,Talens 2017,http://adsabs.harvard.edu/abs/2017A%26A...606A..73T,Talens 2017,http://adsabs.harvard.edu/abs/2017A%26A...606A..73T
HAT-P-2 b,8.85612,0.0679088,5.6334729,2454387.49375,983.9,0.395,0.005223,86.72,1.157,7.29,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P
HAT-P-24 b,0.685652,0.0465021,3.35524,2455216.97667,83,0.189,0.009409,88.6,1.242,0.44,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K
Kepler-758 c,,0.0581708,4.75793986,2454970.697,,,0.000125664,,0.151,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
K2-5 c,,0.0780146,10.93241,2456814.601,,0.83,0.001297,86.95,0.186358,,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S
Kepler-422 b,0.43015,0.0812822,7.8914483,,40,0.416,0.00916,,1.15,0.38,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E
Kepler-124 c,,0.112713,13.821375,2454964.79391,,0.23,,,0.156125,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-16 b,,0.0374388,2.686502,2456824.79069,,0.732,0.01156,83.53,1.32457,1.86,Ciceri 2016,http://adsabs.harvard.edu/abs/2016PASP..128g4401C,Ciceri 2016,http://adsabs.harvard.edu/abs/2016PASP..128g4401C
Kepler-1081 b,,0.0461241,3.85691855,2454967.472,,,0.000120341,,0.09,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1539 b,,0.481868,133.3036741,2455000.756,,,0.000961,,0.241,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1458 b,,0.254946,47.9872764,2454993.651,,,0.000748023,,0.246,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-184 c,,0.145651,20.303005,2455009.80167,,0.04,,,0.175752,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-318 b,,0.0546218,4.662715,2454967.08179,,0.07,,,0.420198,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
K2-138 d,,0.0588328,5.40478,2457743.1607,,0.47,0.000801,87.9,0.242209,,Christiansen 2018,http://adsabs.harvard.edu/abs/2018AJ....155...57C,Christiansen 2018,http://adsabs.harvard.edu/abs/2018AJ....155...57C
KELT-7 b,1.26419,0.0441609,2.7347749,2456223.9592,138,0.597,0.00828,83.76,1.533,0.422,Bieryla 2015,http://adsabs.harvard.edu/abs/2015AJ....150...12B,Bieryla 2015,http://adsabs.harvard.edu/abs/2015AJ....150...12B
Kepler-1321 c,,0.0271739,2.22649109,2454966.375,,,0.00178422,,0.214,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1311 c,,0.036989,2.53573424,2454966.014,,,0.0000605284,,0.109,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1260 b,,0.142675,19.1187753,2454971.426,,,0.000234702,,0.158,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-20 f,,0.137859,19.57706,2454968.219,,0.727,0.0001004,88.68,0.0918085,0,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F
Kepler-198 b,,0.13337,17.790037,2455015.43638,,0.03,,,0.251584,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-808 b,,0.0131437,0.63133235,2454966.944,,,0.000363284,,0.13,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-216 b,,0.0762713,7.693641,2455009.50106,,0.72,,,0.209653,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-292 d,,0.0719945,7.055679,2455014.90973,,0.35,,,0.198947,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-53 b,,0.136705,18.6489525,2455007.77608,,0.76,,,0.257599,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
KELT-11 b,0.19872,0.0626633,4.736525,2457440.8319,18.7,0.29,0.00267,86.4,1.4449,0.088,Pepper 2017,http://adsabs.harvard.edu/abs/2017AJ....153..215P,Pepper 2017,http://adsabs.harvard.edu/abs/2017AJ....153..215P
Kepler-11 b,,0.0914497,10.3039,2455589.7378,,0.116,0.0003013,89.64,0.1604,1.72,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L
Kepler-69 b,,0.104565,13.722341,2454970.8414,,0.15,0.000597,89.62,0.199661,,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B
Kepler-27 c,,0.168484,31.3309,2454986.4274,,0,0.00355097,,0.436759,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S
Kepler-1434 b,,0.0894052,8.05333618,2454967.96,,,0.0000301401,,0.099,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-221 c,,0.0623799,5.690586,2455007.04865,,0.04,,,0.261397,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-97 b,1.31694,0.0330527,2.07276,,194.5,0.23,0.0119,88,1.13,0.91,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
Kepler-7 b,0.436942,0.0622369,4.885525,2454967.27571,42.9,0.445,0.00679141,86.5,1.478,0.166,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L
Kepler-486 b,,0.176071,30.36044667,2454981.092,,,0.0183332,,0.981,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-24 b,1.08429,0.0365155,2.3412127,2455081.37941,148.2,0.653,0.01008,83.64,1.3,0.487,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S
HAT-P-29 b,0.778006,0.0666842,5.723186,2455197.5754,78.3,0.591,0.00859329,87.1,1.107,0.71,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B
Kepler-38 b,,0.429659,105.595,,,,,89.446,0.387735,,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O
Kepler-546 b,,0.0523044,4.14702026,2455003.326,,,0.00318547,,0.624,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 219134 b,0.0148322,0.0387273,3.092926,2457126.69913,2.381,0.9245,0.000358,85.05,0.146486,6.28034,Gillon 2017,http://adsabs.harvard.edu/abs/2017NatAs...1E..56G,Gillon 2017,http://adsabs.harvard.edu/abs/2017NatAs...1E..56G
Kepler-147 b,,0.10603,12.610584,2454971.19015,,0.51,,,0.136497,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1044 b,,0.0718867,6.77408868,2454968.955,,,0.000482242,,0.238,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-79 d,,0.272969,52.09059,2454991.74508,,0,,,0.653,0.09,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-344 c,,0.490824,125.596809,2455048.44167,,0.03,,,0.263181,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1321 b,,0.0794372,11.12830484,2454972.542,,,0.00738912,,0.439,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-570 b,,0.0505272,4.301662,2455005.31,,,0.0006245,,0.219,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1151 b,,0.305198,65.6478424,2455006.305,,,0.000563113,,0.198,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-11 b,0.0825071,0.0525443,4.8878162,2454605.89132,11.6,0.347,0.003318,88.5,0.422,1.33,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B
Kepler-450 c,,0.133829,15.413135,,,,,,,,Van Eylen 2015,http://adsabs.harvard.edu/abs/2015ApJ...808..126V,Van Eylen 2015,http://adsabs.harvard.edu/abs/2015ApJ...808..126V
Kepler-406 b,0.0199895,0.0361437,2.42629,2455003.4568,2.89,0.1,0.000150921,,0.127576,11.82,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-171 b,,0.0506781,4.166972,2455002.71415,,0.05,,,0.208761,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-627 b,,0.252724,40.6994443,2455005.567,,,0.00051076,,0.333,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-330 b,,0.0799685,8.25978,2454986.98309,,0.64,,,0.120439,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1452 b,,0.268995,42.913751,2454972.889,,,0.000150798,,0.241,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-229 b,,0.0664249,6.252972,2455004.29884,,0.11,,,0.196271,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-638 b,,0.0624727,6.07972888,2455003.584,,,0.000334158,,0.163,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-144 c,,0.0914719,10.104665,2454968.55344,,0.25,,,0.120439,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1372 b,,0.023292,1.31155557,2454964.535,,,0.000144,,0.113,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-758 e,,0.083574,8.1934719,2454971.992,,,0.0000998001,,0.136,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-94 b,,0.033677,2.50806,2454967.9998,6.11,0.85,0.0017606,,0.313113,1.45,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-115 c,,0.0846204,8.990889,2454969.73792,,0.11,,,0.231956,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-320 c,,0.134093,17.934937,2454971.2182,,0.22,,,0.122223,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1478 b,,0.174395,26.0840594,2454982.448,,,0.000236852,,0.154,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-274 c,,0.202153,33.197861,2454975.10044,,0.14,,,0.164154,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1627 b,,0.0696812,7.20283653,2454968.194,,,0.00161363,,0.329,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-889 b,,0.0492984,3.744439,2454966.561,,,0.0000625681,,0.097,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-26 e,,0.254259,46.827915,2454969.74318,,0.77,,,0.215006,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-254 d,,0.138108,18.746477,2454980.12909,,0.15,,,0.223035,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-592 b,,0.0395795,2.82019241,2455003.788,,,0.000422302,,0.213,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
CoRoT-19 b,1.10724,0.0516604,3.89713,2455257.44104,126,0.24,0.00617796,88,1.29,0.71,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G
TRAPPIST-1 e,,0.0291683,6.099043,2457660.3791,,0.24,0.004802,89.736,0.0834395,,Delrez 2018,http://adsabs.harvard.edu/abs/2018MNRAS.475.3577D,Delrez 2018,http://adsabs.harvard.edu/abs/2018MNRAS.475.3577D
Kepler-264 b,,0.231966,40.806231,2454988.71209,,0.93,,,0.297083,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-604 b,,0.172254,25.85501786,2455025.575,,,0.00052946,,0.231,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-557 b,,0.048527,3.70598955,2455002.943,,,0.000451562,,0.238,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1237 b,,0.369378,84.5733226,2454983.153,,,0.000835788,,0.255,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-122 c,,0.105218,12.465988,2454967.00291,,0.5,,,0.523686,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-142 b,,0.0313162,2.024152,2455003.49468,,0.49,,,0.177536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-18 b,1.97553,0.0176159,0.8378434,2457089.90598,415.2,0.29,0.01814,85.5,1.36708,1.02,Penev 2016,http://adsabs.harvard.edu/abs/2016AJ....152..127P,Penev 2016,http://adsabs.harvard.edu/abs/2016AJ....152..127P
Kepler-1450 b,,0.251,54.5094166,2454973.826,,,0.000541028,,0.153,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-148 d,,0,51.84688575,2455003.081,,,0.00957462,,0.774,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1148 b,,0.0194926,1.10446351,2454965.321,,,0.0003992,,0.151,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-240 c,,0.0779794,7.953528,2455007.66155,,0.36,,,0.196271,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-545 b,,0.111023,13.24934059,2455012.521,,,0.000548496,,0.24,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-298 b,,0.0936962,10.475464,2454985.64156,,0.42,,,0.174859,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
