NAME,MSINI,A,PER,TT,K,B,DEPTH,I,R,DENSITY,TRANSITREF,TRANSITURL,ORBREF,ORBURL
,mjupiter,au,day,,m/s,,,deg,rjupiter,g/cm^3,,,,
Kepler-107 d,,0.0780099,7.958203,2454970.79968,,0.27,,,0.095459,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1049 b,,0.0344721,3.27346074,2454967.447,,,0.00030695,,0.085,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-813 b,,0.13761,19.12947337,2454972.435,,,0.000460103,,0.191,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-427 b,0.310432,0.091351,10.290994,2454970.02207,29.8,0.09,0.008336,89.5,1.23,0.16,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H
Kepler-1056 b,,0.185149,27.495606,2454966.284,,,0.000545222,,0.269,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1165 b,,0.0912977,9.478522,2454973.167,,,0.00014641,,0.138,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1104 b,,0.0627651,5.03728015,2454967.109,,,0.0000670761,,0.11,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-14 b,7.65457,0.0367693,2.243752,2454463.57583,993,0.535,0.0102,84.32,1.281,4.65633,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J
Kepler-50 b,,0.0825598,7.8125124,2455005.63186,,0.8955,,,0.196096,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
WASP-105 b,1.75919,0.0745473,7.87288,2456600.0765,194,0.1,0.012,89.7,0.981089,2.47023,Anderson 2017,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,Anderson 2017,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A
Kepler-1279 b,,0.170989,23.4774101,2454978.351,,,0.00013924,,0.156,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1599 b,,0.48075,122.363553,2454967.333,,,0.000214916,,0.145,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-20 b,0.0266149,0.0453704,3.6961219,2454967.50027,3.72,0.633,0.000344102,86.5,0.170247,6.5,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G
HAT-P-27 b,0.615135,0.0399488,3.039577,2455407.9088,91.2,0.87,0.0143,85,1.02,0.771559,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B
Kepler-181 b,,0.0419466,3.137873,2454966.5556199998,,0.16,,,0.113302,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-207 b,,0.0269045,1.611865,2454966.57041,,0.38,,,0.140066,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1156 b,,0.101981,11.89520511,2454965.89,,,0.000145926,,0.118,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1512 b,,0.13139,20.35972599,2454967.291,,,0.000263738,,0.105,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-787 b,,0.0161327,0.9283105,2454966.803,,,0.00034745,,0.114,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-528 b,,0.143629,19.78297415,2455010.723,,,0.000320052,,0.186,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-480 b,,0.0609811,4.9195838,2454967.603,,,0.000364428,,0.248,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1567 b,,0.5527,153.979578,2454998.49,,,0.000733868,,0.244,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 3167 b,0.0157857,0.0181491,0.959641,2457394.37454,3.58,0.47,0.0003042,83.4,,5.6,Christiansen 2017,http://adsabs.harvard.edu/abs/2017AJ....154..122C,Christiansen 2017,http://adsabs.harvard.edu/abs/2017AJ....154..122C
Kepler-1390 b,,0.0675681,6.48021673,2454965.86,,,0.000113849,,0.105,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1642 b,,0.0994208,12.2057513,2454967.13,,,0.00124397,,0.285,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-11 c,,0.106909,13.0241,2455583.3494,,0.156,0.0007508,89.59,0.255816,0.66,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L
Kepler-871 b,,0.159318,22.0459018,2454969.478,,,0.000915668,,0.334,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1131 b,,0.0458416,3.53232449,2454967.745,,,0.000197403,,0.142,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-705 b,,0.231978,56.0560538,2455034.166,,,0.00146306,,0.188,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-21 b,0.300201,0.0521087,4.322482,2454743.0419,37.2,0.23,0.01082,88.75,1.07,0.3192,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B
Kepler-284 c,,0.219317,37.514456,2455022.30068,,0.62,,,0.232849,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-186 c,,0.0574114,7.267302,2455007.3142,,0.28,,,0.111418,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q
Kepler-239 b,,0.101225,11.763051,2455013.93614,,0.17,,,0.207869,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-651 b,,0.146649,21.38521506,2455011.781,,,0.00061802,,0.211,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-80 f,,0.017386,0.98678706,2454966.17,,,0.00025568,,0.11,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1217 b,,0.0320163,2.03232507,2454965.319,,,0.000278222,,0.178,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-895 b,,0.0337283,2.80624233,2454966.731,,,0.000534072,,0.137,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-628 b,,0.121444,15.4580567,2455006.782,,,0.00357724,,0.749,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-408 b,0.000699655,0.0366405,2.46502,2454965.67928,0.1,0.92,0.00003765,,0.075104,,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-174 b,,0.113583,13.98179,2455014.97351,,0.22,,,0.174859,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-440 b,,0.353207,101.11141,2455756.2986,,0.09,0.000922944,89.93,0.165939,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T
Kepler-403 d,,0,13.61159129,2454977.172,,,0.0000802816,,0.127,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
K2-6 b,,0.19095,30.9446,2456827.4972,,,0.000605,89.42,0.234976,,Mayo 2018,http://adsabs.harvard.edu/abs/2018AJ....155..136M,Mayo 2018,http://adsabs.harvard.edu/abs/2018AJ....155..136M
Kepler-224 d,,0.0988375,11.349393,2454967.31602,,0.01,,,0.205192,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-389 c,,0.116434,14.51143,2454976.86026,,0.31,,,0.130252,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-674 b,,0.0282874,2.24338185,2455003.679,,,0.000716633,,0.151,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1047 c,,0.0435026,3.18897601,2454966.529,,,0.0000568516,,0.088,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1247 b,,0.106621,13.71220213,2454968.519,,,0.000690113,,0.208,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1210 b,,0.0771394,8.07124073,2454970.764,,,0.000281233,,0.152,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-254 c,,0.104915,12.412183,2454975.53938,,0.05,,,0.19181,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-236 c,,0.162691,23.968127,2455019.2169,,0.84,,,0.178428,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-25 b,0.578118,0.0473714,3.764825,2455274.99649,75.5,0.38,0.0187,88,1.22,0.42161,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E
Kepler-186 d,,0.0860831,13.342996,2455009.9045,,0.36,,,0.12479,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q
Kepler-1646 b,,0.0330793,4.48558383,2454968.432,,,0.00197047,,0.11,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HATS-11 b,0.846543,0.0461455,3.6191634,2457378.4191,112,,0.011494,89.03,1.54056,0.315,Bayliss 2018,http://adsabs.harvard.edu/abs/2018AJ....155..119B,Bayliss 2018,http://adsabs.harvard.edu/abs/2018AJ....155..119B
Kepler-359 c,,0.292189,57.68802,2454972.94136,,0.06,,,0.38362,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-211 c,,0.0649112,6.04045,2455005.59435,,0.04,,,0.115086,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-967 b,,0.103279,13.22713379,2454975.203,,,0.000732785,,0.21,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1574 b,,0.0726189,6.9424334,2454968.96,,,0.00012769,,0.115,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1157 b,,0.0483728,4.45743164,2454965.16,,,0.000207648,,0.097,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-549 b,,0.230006,42.9495649,2454986.738,,,0.00081168,,0.229,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1510 b,,0.399998,84.703921,2454985.186,,,0.00057648,,0.3,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1002 b,,0.0556094,4.33642933,2454966.856,,,0.0000917764,,0.153,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-294 c,,0.0690438,6.6264,2455016.98818,,0.14,,,0.24177,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-263 c,,0.256083,47.332773,2454984.4095,,0.06,,,0.220359,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-349 b,,0.0641159,5.929778,2454968.49118,,0.48,,,0.169507,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1563 b,,0.0445351,3.43276598,2454965.914,,,0.0000553536,,0.067,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1611 b,,0.0573666,5.1762429,2454966.744,,,0.0000714025,,0.072,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1284 b,,0.0140554,0.66407381,2454966.403,,,0.000183332,,0.108,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-706 b,,0.223617,41.40831347,2455028.787,,,0.0206123,,1.175,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1177 b,,0.436075,106.247547,2454968.745,,,0.000332698,,0.17,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1364 b,,0.125617,13.32196237,2454975.721,,,0.000125664,,0.192,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-653 b,,0.118258,14.70748976,2455008.793,,,0.000215209,,0.174,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-553 b,,0.0482066,4.03046804,2455004.092,,,0.00245124,,0.413,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-361 b,,0.081426,8.486616,2454971.01734,,0.27,,,0.12936,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-318 c,,0.101523,11.815007,2454966.08965,,0.01,,,0.328308,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-140 b,2.4185,0.0323373,2.2359835,2456912.35105,403,0.93,0.0205,83.3,1.23957,1.69532,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H
Kepler-372 b,,0.0705863,6.849692,2454967.68069,,0.2,,,0.121331,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-197 e,,0.168262,25.209715,2454987.41342,,0.14,,,0.0811848,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
K2-11 b,,0.25272,39.93767,2456829.829,,,0.0007,,1.35591,,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M
Kepler-405 c,,0.187804,29.726682,2456560.20398,,0.88,,,0.415737,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-104 d,,0.271796,51.755394,2455104.08611,,0.76,,,0.319386,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-702 b,,0.0907551,10.52629406,2455009.523,,,0.00964128,,0.818,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-26 d,,0.0454914,3.543919,2454969.25903,,0.31,,,0.095459,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-159 b,,0.0916828,10.139623,2455011.44948,,0.68,,,0.212329,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1045 b,,0.165053,26.41045478,2454982.395,,,0.000883873,,0.24,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-905 b,,0.0568739,5.08274652,2454966.211,,,0.000231344,,0.126,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-763 b,,0.0208123,1.19655156,2454965.531,,,0.000197684,,0.109,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1376 b,,0.059158,5.30880656,2454967.244,,,0.00010609,,0.094,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-32 f,,0.0130732,0.74296,2454965.54,,,0.000224,,0.0730903,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F
WASP-103 b,1.48481,0.0198682,0.925542,2456459.59957,271,0.19,0.01195,86.3,1.528,0.553034,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G
Kepler-990 c,,0.0131638,0.53835431,2454964.649,,,0.000167185,,0.136,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-131 b,0.272434,0.0608315,5.322023,2456919.8236,30.5,0.73,0.00665,85,1.24159,0.189464,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H
Kepler-221 e,,0.136253,18.369917,2454964.86048,,0.26,,,0.234633,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1028 b,,0.0349411,2.51462432,2454965.91,,,0.000204776,,0.119,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-256 c,,0.0441473,3.38802,2455003.53221,,0.16,,,0.19181,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1333 b,,0.439185,109.6471842,2455023.676,,,0.000799193,,0.251,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-276 b,,0.114376,14.12841,2454975.89515,,0.85,,,0.256044,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1042 b,,0.0832577,10.13202575,2454965.91,,,0.000796933,,0.195,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-264 c,,0.52792,140.101261,2455049.22078,,0.44,,,0.252476,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-143 b,,0.124306,16.007583,2454975.63677,,0.79,,,0.215006,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1225 b,,0.0746694,7.01075434,2454971.401,,,0.000192654,,0.162,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-189 c,,0.144846,20.134866,2455004.36552,,0.13,,,0.212329,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-62 b,,0.0552794,5.714932,2455003.9189,,0.25,0.00043,89.2,0.116766,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B
Kepler-281 b,,0.117153,14.646008,2454969.51691,,0.92,,,0.251584,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1006 b,,0.13168,19.76172042,2454968.176,,,0.00036634,,0.137,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-196 c,,0.256426,47.427737,2455049.55425,,0.09,,,0.199839,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-238 c,,0.0657332,6.155557,2454967.82322,,0.06,,,0.213222,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-49 c,,0.07889,10.9129343,2455002.84919,,0.9467,,,0.227293,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-55 c,,0.202122,42.1516418,2454971.99284,,0.6496,,,0.196987,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
