Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
K2-079,5926,86.0,86.0,0.053,0.048,0.036,1.06,0.05,0.05,1.269,0.051,0.051,4.26,0.01,0.01,0.52,0.02,0.02,0.082,0.088,0.056,0.099,0.001,0.001,0.037,0.011,0.011,0.365,0.015,0.011,7.0,2.2,2.2,0.7,0.25,0.25,1021.0,21.0,20.0,2016ApJS..226....7C,2021AJ....162..136D,TEP,3,41,1.42,13,31,9.7,12.07,9.9,0.1894,0.08,2457070.24341,0.00057,10.994748,2.5e-05,2021AJ....162..136D,0.68,0.000873641732438,12.579716951160188,11.647716951160188,11.319716951160189,10.543716951160189,12.637716951160188,11.426283048839812,10.053283048839813,10.315283048839811,0.0986655009371254,1024.809383774724,520.4945468066304,2.0,0.3390233259827485,0.0295574310865812,16.77555824380159,0.6437169511601883,-0.6437169511601883,12.548387438273256,12.40454442359075,11.848466525200418,11.729732951160187,11.696012743906302,10.728223527140912,11.647716951160188,12.07,11.143901239623249,9.976641524419907,12.07,10.509979498756593,3.9178889700029274,948.0533061674719,4176.779925437187,273624.4720565321,267.00035771401656,82520.58474530073,80.52286215544706
WASP-164,5800,200.0,200.0,0.0,0.2,0.2,0.95,0.08,0.08,0.932,0.028,0.03,4.5,0.2,0.2,1.165,0.074,0.067,0.0,0.09,0.09,0.02818,0.00065,0.00072,2.13,0.12,0.13,1.128,0.041,0.043,41.6,2.9,2.6,1.48,0.15,0.13,1610.0,58.0,53.0,2019MNRAS.482..301L,2019MNRAS.482..301L,TEP,22,59,29.62,-60,26,52.0,12.63,10.96,0.06682,1.5,2457203.85378,0.0002,1.7771255,2.8e-06,2019MNRAS.482..301L,0.8216,0.0154688226840382,13.193716951160187,12.18071695116019,11.83071695116019,10.979716951160189,13.32671695116019,12.610283048839811,11.119283048839812,11.412283048839813,0.0282266790031864,1607.0868790715165,138.10869675541335,1.0,-0.1653719276757683,0.1243737218388124,6.501723333472138,0.0197169511601877,-0.0197169511601877,13.300747009701835,12.989195423590749,12.38867552520042,12.24616695116019,12.19836902369905,11.235584486604148,12.18071695116019,12.63,11.668681485289616,11.039641524419906,12.63,11.058358166071343,6.43908472618884,947.7132766753767,896.594507682005,269495.58897489833,167.69198509703318,202158.7817938961,125.79206788788665
TOI-762,3150,67.0,67.0,0.24,0.1,0.1,0.442,0.025,0.025,0.425,0.0091,0.0091,4.827,0.01,0.010,5.75,0.14,0.14,0.0,0.083,0.0,0.03418,0.00065,0.00065,0.251,0.042,0.042,0.744,0.017,0.017,11.3,2.0,1.7,0.57,0.1,0.1,555.0,6.0,6.0,2024AJ....168..202H,2024AJ....168..202H,TEP,11,4,18.18,-47,49,17.0,16.0,11.19,0.05789,3.2,2459850.25847,9.4e-05,3.4716826,7.2e-07,2024AJ....168..202H,0.571,0.0323622640950278,17.523644936970594,14.458644936970597,12.730644936970595,10.163644936970597,18.753644936970595,17.026355063029403,11.687355063029404,12.251355063029404,0.0341801487614279,535.6132873816795,175.26815757098788,1.0,-0.0004352275614891,0.1798951475027268,17.293644896045457,-1.0263550630294027,1.0263550630294045,15.959765441940815,17.673558769249638,15.275488335503235,13.486460936970596,12.556885807436917,11.873602763750004,14.458644936970597,16.0,13.214980840710496,11.438677531514704,16.0,13.03066910166254,89.7683167228743,936.4053228812406,55.71783211041868,269272.1147422288,502.73606179292693,144517.81100165859,269.81744927973523
K2-027b,5248,60.0,60.0,0.13,0.04,0.04,0.866,0.029,0.023,0.885,0.043,0.043,4.48,0.05,0.05,1.45,0.27,0.27,0.251,0.088,0.088,0.06702,0.00071,0.00071,0.097,0.014,0.014,0.4,0.021,0.021,,,,1.41,0.31,0.31,902.0,28.0,28.0,2016ApJ...820...56V,2017AJ....153..142P,TEP,11,26,3.64,1,13,50.7,12.64,10.7,0.13,0.28,2456812.8451,0.001,6.77145,0.00013,2016ApJ...820...56V,0.3,0.0021572691253422,13.36971695116019,12.110716951160189,11.700716951160189,10.600716951160187,13.80571695116019,12.73928304883981,10.87728304883981,11.264283048839811,0.0667677792678683,921.3301718604783,,2.0,0.3777581565499578,0.0464464113289951,16.284130026034013,-0.0992830488398102,0.0992830488398102,13.914987009701836,13.07223542359075,12.34003552520042,12.130986951160189,12.04479524131563,11.095574460752498,12.110716951160189,12.64,11.575730881353792,10.788641524419903,12.64,11.029704969492094,6.157479196714181,947.7512623983924,1824.123093423318,268790.7405318501,291.7420363962143,103293.61237394516,112.11356745797251
K2-021b,4043,375.0,375.0,-0.11,0.13,0.13,0.64,0.11,0.11,0.6,0.1,0.1,,,,,,,,,,0.0731,0.0057,0.0067,0.005,0.0016,0.0014,0.142,0.037,0.039,,,,0.91,0.21,0.17,500.0,,,2015ApJ...811..102P,2023MNRAS.520.4226M,TEP,22,41,12.89,-14,29,20.4,12.85,9.42,0.096,0.07,2456989.4239,0.0023,9.32414,0.00061,2015ApJ...811..102P,0.7,0.0005914868239596,14.103716951160187,11.937716951160189,11.183716951160187,9.345716951160188,15.325716951160189,12.924283048839811,9.675283048839812,10.299283048839811,0.0747146383710082,552.4714182241504,,2.0,-2.1610736613492496,0.024320502132145,26.19808429919505,-0.0742830488398134,0.0742830488398134,15.470786009701827,13.631914423590748,12.269296525200415,11.698954951160188,11.392638888984022,10.51875520338388,11.937716951160189,12.85,11.255689713583587,9.547641524419904,12.85,10.90190683660559,5.76972726670961,947.8035637004367,1437.572283157532,268699.196644461,486.35854775648073,87995.80631162453,159.27666736946495
TOI-530,3659,120.0,120.0,0.376,0.095,0.095,0.53,0.02,0.02,0.54,0.03,0.03,4.7,0.03,0.03,3.36,0.79,0.79,0.0,,,0.052,0.005,0.004,0.4,0.09,0.1,0.83,0.06,0.06,,,,0.7,0.37,0.26,56.0,28.0,31.0,2022MNRAS.511...83G,2022MNRAS.511...83G,TEP,6,53,39.08,12,52,53.7,15.4,11.24,0.1,3.0,2458470.1998,0.0017,6.387957,1.9e-05,2022MNRAS.511...83G,0.33,0.0249482192335086,16.711659339808513,14.247659339808514,13.136659339808514,11.105659339808517,17.881659339808515,15.534340660191486,11.642340660191486,12.249340660191486,0.0545263545069419,555.2510082135174,,1.0,-4.633272350199539,0.1579500529708953,20.706800175682364,-0.1343406601914853,0.1343406601914853,16.74525703184467,16.522714374831146,14.76496164815596,13.740076339808514,13.205317272451,12.40520382982872,14.247659339808514,15.4,13.38446672680369,11.441170330095744,15.4,13.109457278142155,56.63540781491033,940.9178042215614,152.55474151852684,268620.97035623447,483.7829493016217,106281.80501943629,191.41217836126188
HATS-57,5659,84.0,84.0,0.16,0.059,0.059,1.026,0.019,0.026,0.96,0.011,0.011,4.484,0.016,0.016,1.157,0.053,0.053,0.0,0.028,0.0,0.03493,0.00021,0.00030,3.147,0.073,0.073,1.139,0.028,0.028,60.1,3.5,3.4,1.998,0.158,0.158,1413.0,10.0,10.0,2019AJ....158...63E,2019AJ....158...63E,TEP,4,3,47.6,-19,3,24.3,12.34,10.71,0.1037,1.9,2457778.49589,0.00025,2.350621,1.3e-06,2019AJ....158...63E,0.29,0.0148653749788102,12.933716951160187,11.876716951160189,11.515716951160188,10.618716951160188,13.118716951160188,12.431283048839813,10.872283048839812,11.182283048839814,0.0348961390164888,1431.2645646105184,83.89888159734396,1.0,0.0970336102086951,0.1219236440515548,7.824034580804406,-0.0912830488398128,0.0912830488398128,13.121917581130395,12.71197742359075,12.088413525200416,11.933883951160189,11.879047163595422,10.918758673435942,11.876716951160189,12.34,11.360532419904834,10.791141524419906,12.34,10.762457649848328,4.8855263973933765,947.9228169348079,1833.9231581637441,266356.05688615487,186.09840798974633,173728.58050016777,121.38117913052889
CoRoT-12,5675,80.0,80.0,0.16,0.1,0.1,1.0,0.1,0.1,1.049,0.049,0.047,4.396,0.032,0.030,0.866,0.084,0.078,0.0,,,0.0392,0.0013,0.0013,0.873,0.081,0.078,1.344,0.074,0.071,12.0,1.4,1.2,0.337,0.064,0.062,1417.0,20.0,20.0,2010A+A...520A..97G,2019MNRAS.483..824R,TEP,6,43,3.76,-1,17,47.1,15.52,13.56,0.10726,1.9,2454398.62771,0.00024,2.82805268,6.5e-07,2019MNRAS.483..824R,0.609,0.0173347845275633,16.01525645924093,14.96725645924093,14.60825645924093,13.72025645924093,16.19025645924093,15.35974354075907,13.813743540759068,14.120743540759069,0.0391379595742726,1416.7323722643737,421.3830729493117,2.0,0.1585172717284678,0.1316616289112488,8.035520021244489,0.1602564592409301,-0.1602564592409301,15.354235461443896,15.973654852713029,15.202838984623602,15.025929459240931,14.972372464422277,14.011630459774109,14.96725645924093,15.52,14.451828251321396,13.686871770379534,15.52,13.872249421563822,84.0970809092546,937.1792486145906,110.19721374157909,266333.43167273403,187.99135029790511,158373.2895208858,111.78772548816441
Wendelstein-2,4591,195.0,195.0,,,,0.73,0.11,0.11,0.66,0.1,0.1,4.66,0.13,0.13,,,,0.0,0.193,0.0,0.0234,0.0015,0.0015,0.73,0.55,0.32,1.159,0.02,0.021,,,,0.47,0.35,0.19,1852.0,120.0,140.0,2020A+A...639A.130O,2020A+A...639A.130O,TEP,19,51,9.81,16,54,45.2,16.31,13.33,0.077,3.6,2455679.2544,1.3e-05,1.7522239,8e-07,2020A+A...639A.130O,0.5462349980976492,0.0325649103949012,17.20208737548069,15.462087375480689,14.912087375480688,13.369087375480689,18.20608737548069,16.27091262451931,13.662912624519311,14.206912624519312,0.025611825652713,1123.808441464693,,1.0,-8.635954666819176,0.1804575030163646,7.623867337410325,0.0390873754806904,-0.0390873754806868,17.141390793583614,17.03314422618613,15.776480046227343,15.376937375480688,15.201160173408148,14.283100415612788,15.462087375480689,16.31,14.87046969867356,13.496456312259657,16.31,14.45726335185896,140.30478856357982,929.4804029010968,47.41677078958178,265001.79555099894,235.8069095882695,200195.36425651165,178.14011433798365
CoRoT-11,6343,72.0,72.0,0.04,0.03,0.03,1.26,0.14,0.14,1.374,0.061,0.061,4.264,0.019,0.019,0.488,0.022,0.022,0.0,,,0.044,0.0016,0.0016,2.34,0.39,0.39,1.426,0.057,0.057,28.5,4.2,4.2,0.76,0.12,0.12,1735.0,34.0,34.0,2010A+A...524A..55G,2011MNRAS.417.2166S,TEP,18,42,44.95,5,56,15.7,12.8,11.25,0.104,1.2,2454690.49838,0.00016,2.994325,2.1e-05,2012A+A...543L...5G,0.818,0.0113746088810585,13.197716951160189,12.437716951160189,12.160716951160188,11.528716951160188,13.176716951160188,12.521283048839813,11.393283048839812,11.592283048839812,0.0439132913828845,1710.8950934735126,217.2416540703653,3.0,0.1974541520001417,0.1066518114288667,6.886037008372703,0.2787169511601881,-0.2787169511601881,12.896636009701831,13.079764423590747,12.622446525200418,12.558135951160189,12.557050458932206,11.577595047887376,12.437716951160189,12.8,11.952556855817267,11.321641524419906,12.8,11.265404813187818,7.9825505679967845,947.5050517774922,1125.6552556052181,264884.97069098795,154.8224503661473,153076.26230005766,89.47144853240383
K2-238,5630,78.0,78.0,0.34,0.04,0.04,1.19,0.08,0.08,1.59,0.16,0.16,4.11,0.07,0.07,0.055,0.0003,0.0002,0.0,,,0.046,0.007,0.006,0.86,0.13,0.12,1.3,0.15,0.14,,,,0.42,0.19,0.12,1587.0,75.0,76.0,2018MNRAS.478.5356S,2018MNRAS.478.5356S,TEP,23,10,49.04,-7,51,27.0,13.75,12.03,0.16,0.7,2457740.5036,0.0004,3.20466,3e-05,2018MNRAS.478.5356S,0.4863185036450346,0.0070593276993505,14.31619894761279,13.25919894761279,12.89819894761279,12.00119894761279,14.50119894761279,13.778801052387209,12.21980105238721,12.52980105238721,0.0450792633431807,1612.3222586340814,,1.0,2.042483813033571,0.084019805399385,6.221056076003265,-0.0288010523872088,0.0288010523872088,14.256230428162471,14.147101360829524,13.478242828600177,13.316365947612791,13.261529160048024,12.301240669888545,13.25919894761279,13.75,12.743014416357436,12.124900526193604,13.75,12.151313206527636,17.509761379289476,946.2187465902471,789.5024781063556,264752.8496081586,164.20591366917586,147893.69631810999,91.72713179771009
TOI-3819,5859,72.0,71.0,0.273,0.084,0.082,1.242,0.057,0.076,1.538,0.037,0.037,4.156,0.027,0.029,0.339,0.028,0.027,0.0,0.093,0.0,0.04611,0.00069,0.00096,1.11,0.18,0.2,1.172,0.036,0.035,20.0,3.6,3.6,0.641,0.128,0.128,1633.0,21.0,19.0,2023ApJS..265....1Y,2023ApJS..265....1Y,TEP,8,7,27.18,29,23,19.1,12.53,11.08,0.1158,0.61,2459502.7437,0.00038,3.2443141,5.5e-06,2023ApJS..265....1Y,0.8065338562868951,0.0061321594519318,13.047716951160186,12.103716951160187,11.771716951160188,10.985716951160189,13.114716951160188,12.624283048839812,11.234283048839812,11.501283048839811,0.046102977881653,1631.8133223594737,291.3698905262778,1.0,0.0152313769512458,0.0783081059145974,6.446770284765248,-0.0942830488398129,0.0942830488398129,13.03688515255896,12.86819642359075,12.305534525200418,12.182720951160189,12.146441158414072,11.179563130898629,12.103716951160187,12.53,11.598414494340082,11.157141524419906,12.53,10.96812284244399,5.9652180046100804,947.7771956040854,1677.2429762445859,263567.0941556691,161.51792030633248,146328.776540744,89.67249778863437
TOI-1260c,4227,85.0,85.0,-0.1,0.07,0.07,0.679,0.095,0.067,0.672,0.01,0.01,4.57,0.05,0.05,2.43,0.06,0.06,0.0,,,0.0657,0.002,0.0020,0.042,0.013,0.013,0.235,0.006,0.006,17.0,7.0,5.0,2.6,0.86,0.86,651.0,18.0,18.0,2021MNRAS.505.4684G,2023MNRAS.519.1437L,TEP,10,28,34.56,65,51,15.1,11.88,8.95,0.082,0.2,2459068.27051,0.00058,7.493134,2e-05,2023MNRAS.519.1437L,0.75,0.0012914216567155,13.050716951160188,11.022716951160188,10.345716951160188,8.60371695116019,14.249716951160188,12.22628304883981,9.187283048839811,9.792283048839812,0.0658676406988175,651.0496777533201,136.65343376146882,2.0,-0.2545114672985969,0.0359363556404306,21.023233076718714,-0.3462830488398101,0.3462830488398101,14.26322815255897,12.61169942359075,11.339611525200418,10.841935951160188,10.58489190970941,9.6945059399094,11.022716951160188,11.88,10.375926734496431,9.068641524419906,11.88,9.99760404194047,2.4529633872098966,948.2508222465435,2888.2616173323927,263110.7106732121,404.1330787247599,96118.4542657265,147.63612908529134
K2-032c,5271,39.0,35.0,-0.06,0.03,0.03,0.83,0.02,0.02,0.86,0.02,0.02,4.49,0.03,0.03,1.3,0.13,0.1,0.049,0.046,0.035,0.13843,0.00115,0.00108,0.0255,0.0075,0.0075,0.28,0.011,0.01,,,,1.08,0.36,0.34,634.0,9.0,11.0,2016ApJ...827...78S,2020A+A...640A..48L,TEP,16,49,42.26,-19,32,34.2,12.31,9.82,0.1813,0.12,2456899.4234,0.0017,20.66093,0.0008,2020A+A...640A..48L,0.74,0.0011194122285574,13.03971695116019,11.780716951160189,11.370716951160189,10.270716951160187,13.475716951160187,11.859283048839812,9.997283048839812,10.384283048839812,0.1384838488414103,633.3969634947094,,2.0,-0.0388845644173624,0.0334576183933866,34.61267594124873,0.4507169511601887,-0.4507169511601887,13.584987009701836,12.74223542359075,12.01003552520042,11.800986951160189,11.71479524131563,10.765574460752498,11.780716951160189,12.31,11.245730881353792,9.908641524419906,12.31,10.699704969492096,4.545714488596166,947.9686437849178,3445.9533345741534,260338.5195564523,411.0195257647881,57274.78897097451,90.42479246342789
WASP-059,4650,150.0,150.0,-0.15,0.11,0.11,0.719,0.035,0.035,0.613,0.044,0.044,4.72,0.06,0.06,3.11,0.64,0.64,0.1,0.042,0.042,0.0697,0.0011,0.0011,0.863,0.045,0.045,0.775,0.068,0.068,33.1,6.7,5.6,1.8,0.5,0.5,670.0,35.0,35.0,2013A+A...549A.134H,2013A+A...549A.134H,TEP,23,18,29.54,24,53,21.4,13.0,9.72,0.102,2.0,2455830.95559,0.00053,7.919585,1e-05,2013A+A...549A.134H,0.29,0.0168792576583265,14.013716951160188,12.273716951160187,11.723716951160188,10.180716951160187,15.017716951160187,12.539283048839811,9.931283048839813,10.475283048839811,0.0696601539612452,665.1571640231674,72.23293982036142,1.0,0.0572006182715096,0.1299201972686564,24.44982259418788,0.4607169511601867,-0.4607169511601867,15.049928009701825,13.61209642359075,12.555634525200418,12.188566951160189,12.012789749087649,11.094729991292288,12.273716951160187,13.0,11.68209927435306,9.825641524419908,13.0,11.2457793800766,7.507160015495522,947.5691903368544,1173.9192959533975,259709.8859161651,390.4489043541586,92286.3074229198,138.74361190779484
HATS-42,6060,120.0,120.0,0.22,0.07,0.07,1.273,0.067,0.067,1.48,0.2,0.12,4.201,0.07,0.070,0.39,0.09,0.09,0.0,0.229,0.0,0.03689,0.00065,0.00065,1.88,0.15,0.15,1.4,0.25,0.14,23.4,5.5,6.3,0.63,0.21,0.21,1856.0,105.0,76.0,2018MNRAS.477.3406B,2018MNRAS.477.3406B,TEP,7,13,48.58,-33,26,14.4,13.62,12.25,0.1361,1.2,2456768.60734,0.00069,2.292102,2.1e-06,2018MNRAS.477.3406B,0.46,0.0094493846356956,14.06315218825132,13.199152188251322,12.891152188251322,12.17115218825132,14.07715218825132,13.698847811748678,12.42184781174868,12.65884781174868,0.0368727287204048,1851.331286671335,283.04181220488306,1.0,0.0468402534731839,0.0972079453321368,5.359821772085474,-0.0788478117486786,0.0788478117486786,13.724194829982425,13.95323405212654,13.39951855398822,13.29622818825132,13.275305908458575,12.302952435556843,13.199152188251322,13.62,12.702718670705384,12.335923905874338,13.62,12.053348497488503,16.290772244985913,946.3834245142268,721.8221348358288,258589.5914529478,139.67764349615018,170802.4397812124,92.25925203711785
Kepler-086,5691,67.0,67.0,-0.03,0.04,0.04,0.958,0.034,0.034,0.961,0.016,0.015,4.45,0.02,0.02,,,,0.28,0.12,0.13,0.824,0.019,0.017,0.274,0.066,0.067,0.847,0.014,0.014,,,,0.53,0.15,0.16,,,,2013ApJ...776...10W,2024ApJS..271...16D,TEP,19,19,3.26,51,57,45.3,12.7,11.12,0.44,1.0,2455196.0677,0.00036,282.52542,0.00011,2024ApJS..271...16D,0.6128524737314489,0.0082033441568831,13.287716951160188,12.239716951160188,11.880716951160188,10.992716951160189,13.462716951160187,12.827283048839812,11.28128304883981,11.588283048839813,0.830679270366344,295.16638126821647,,2.0,-0.8040733174186959,0.0905723145165403,184.37720735955384,-0.1272830488398124,0.1272830488398124,13.460544295416115,13.069238423590749,12.450612525200416,12.298389951160187,12.244832956341533,11.284090951693363,12.239716951160188,12.7,11.72428874324065,11.200641524419904,12.7,11.123755205746749,6.816356478322912,947.6623841651547,5577.173101333076,257393.92423698865,872.0299484347297,15313.325944775588,51.88031875100447
LHS_1478,3381,54.0,54.0,-0.13,0.19,0.19,0.236,0.012,0.012,0.246,0.008,0.008,4.87,0.06,0.06,15.7,1.8,1.8,0.0,,,0.01848,0.00061,0.00063,0.0073,0.0006,0.0006,0.111,0.004,0.004,,,,5.02,0.81,0.66,595.0,10.0,9.0,2021A+A...649A.144S,2021A+A...649A.144S,TEP,2,57,18.26,76,33,11.0,13.3,8.77,0.0296,0.2,2458786.75425,0.00042,1.9495378,4.1e-06,2021A+A...649A.144S,0.717,0.0021500404470395,14.74670974974123,12.123709749741227,10.78270974974123,8.60270974974123,15.92770974974123,13.46729025025877,9.119290250258771,9.698290250258772,0.0188740437789862,588.5908996818292,,1.0,-2.0877549273514258,0.0463685286270715,16.153635108909434,-0.1672902502587696,0.1672902502587696,15.257099882222477,14.45662699436642,12.659453242440485,11.442936749741229,10.76100151658061,10.006018622202497,12.123709749741227,13.3,11.128396550802384,8.944645125129385,13.3,10.879306866570236,8.258671883344185,947.4677961549472,309.6672244792483,255925.6547075763,434.81075709108035,183293.89194785326,311.41135897095126
WASP-010,4735,69.0,69.0,0.05,0.08,0.08,0.73,0.1,0.1,0.678,0.028,0.032,4.62,0.05,0.050,2.359,0.053,0.047,0.057,0.011,0.005,0.0378,0.0016,0.0016,3.14,0.27,0.27,1.039,0.043,0.049,68.9,6.7,6.7,2.81,0.44,0.33,972.0,31.0,31.0,2009MNRAS.392.1585C,2013MNRAS.430.3032B,TEP,23,15,58.3,31,27,46.3,12.39,9.98,0.09318,2.9,2454357.857968,3.1e-05,3.09272811,4e-08,2022AJ....164..220H,0.299,0.0247994811131916,13.293716951160189,11.759716951160188,11.278716951160188,9.893716951160188,14.094716951160189,12.476283048839813,10.176283048839812,10.666283048839812,0.0374060598814117,972.0691171428124,50.34258647463232,3.0,1.0531451851307811,0.1574785100043546,11.988518413490707,-0.086283048839812,0.086283048839812,14.224554295416112,12.91444842359075,12.01600252520042,11.726523951160187,11.594899598828585,10.661567433085391,11.759716951160188,12.39,11.196553947906027,10.078141524419904,12.39,10.714011735172228,4.570733111710361,947.9652698624923,1761.3699604060719,254654.6264899808,261.97172814057006,144804.04704311857,148.9647644282115
TOI-1260b,4227,85.0,85.0,-0.1,0.07,0.07,0.679,0.095,0.067,0.672,0.01,0.01,4.57,0.05,0.05,2.43,0.06,0.06,0.0,,,0.0367,0.0011,0.0011,0.0269,0.0048,0.0048,0.215,0.005,0.005,14.5,3.3,2.7,2.53,0.48,0.48,871.0,24.0,24.0,2021MNRAS.505.4684G,2023MNRAS.519.1437L,TEP,10,28,34.56,65,51,15.1,11.88,8.95,0.086,0.1,2459065.56427,0.0004,3.127463,6e-06,2023MNRAS.519.1437L,0.2,0.0010809590960918,13.050716951160188,11.022716951160188,10.345716951160188,8.60371695116019,14.249716951160188,12.22628304883981,9.187283048839811,9.792283048839812,0.0367867337131889,871.173322696467,214.3574758944933,2.0,-0.2357744339717084,0.0328779423944365,11.74357159688854,-0.3462830488398101,0.3462830488398101,14.26322815255897,12.61169942359075,11.339611525200418,10.841935951160188,10.58489190970941,9.6945059399094,11.022716951160188,11.88,10.375926734496431,9.068641524419906,11.88,9.99760404194047,2.4529633872098966,948.2508222465435,3029.152427933973,254467.91892366917,292.0979239079965,143892.09902265313,165.1704606579049
HATS-54,5621,70.0,70.0,0.37,0.07,0.07,1.05,0.05,0.05,1.23,0.02,0.02,4.2,0.2,0.20,0.563,0.037,0.037,0.0,0.126,0.0,0.037,0.001,0.0010,0.753,0.057,0.057,1.015,0.024,0.024,,,,0.709,0.09,0.083,1429.0,24.0,24.0,2019AJ....158...63E,2023MNRAS.518.4845J,TEP,13,22,32.37,-44,41,19.7,13.91,12.17,0.1028,0.9,2457780.01023,0.00061,2.5441765,2.4e-06,2023MNRAS.518.4845J,0.715,0.0071910572828547,14.494144986832364,13.402144986832363,13.032144986832364,12.099144986832362,14.721144986832364,13.980855013167638,12.368855013167638,12.692855013167636,0.037071011930536,1561.2851114309706,,2.0,-0.191556493437716,0.0848001019035632,6.468446959195335,-0.0708550131676375,0.0708550131676375,14.445376540223837,14.322671627022052,13.625742275348122,13.452534986832363,13.391939131910084,12.4336897390628,13.402144986832363,13.91,12.88254627156262,12.26942750658382,13.91,12.301687343657797,20.04313723878517,945.8764114064517,443.1402077521443,251595.8082580901,161.14661339945403,157735.62204623196,101.0293513281901
LTT_3780b,3213,92.0,92.0,0.22,0.13,0.13,0.381,0.024,0.034,0.38,0.012,0.012,4.85,0.11,0.11,6.94,0.84,0.84,0.0,,,0.01195,0.00028,0.00029,0.0077,0.0006,0.0006,0.1182,0.0051,0.0051,,,,4.4,0.8,0.6,903.0,26.0,26.0,2020AJ....160....3C,arXiv:2503.19908,TEP,10,18,34.78,-11,43,4.1,13.07,8.2,0.0341,0.11,2459606.58098,0.00036,0.76837931,4.1e-07,2024A+A...682A..66B,0.4306016244061551,0.0010217358844374,14.641965150805447,11.739965150805448,10.149965150805448,7.730965150805448,15.863965150805448,13.539034849194552,8.571034849194552,9.128034849194552,0.0119023289881276,875.4268175980177,,3.0,0.4005183516594794,0.0319646036177118,6.762195421744853,-0.4690348491945517,0.4690348491945508,14.716533942722116,14.444329346459488,12.394091984685254,10.871695150805447,10.030425720753636,9.32218363392364,11.739965150805448,13.07,10.588475430851409,8.385517424597275,13.07,10.37789750651129,6.471228713575507,947.7089406814515,455.2829347260286,251408.2474865225,287.1836256699704,286808.283015165,327.6210840811401
WASP-032,6100,100.0,100.0,-0.13,0.1,0.1,1.1,0.03,0.03,1.11,0.05,0.05,4.39,0.03,0.03,0.8,0.1,0.1,0.018,0.0065,0.0065,0.0394,0.0003,0.0003,3.6,0.07,0.07,1.18,0.07,0.07,58.9,5.4,5.4,2.2,0.4,0.4,1560.0,50.0,50.0,2010PASP..122.1465M,2010PASP..122.1465M,TEP,0,15,50.81,1,12,1.5,11.56,10.16,0.101,1.3,2455779.06707,0.00024,2.7186615,3e-07,2023MNRAS.520.1642S,0.66,0.0119340799698346,12.025716951160188,11.161716951160187,10.85371695116019,10.133716951160189,12.039716951160187,11.586283048839812,10.309283048839813,10.546283048839811,0.039352666946126,1562.203250902803,94.51435726032442,2.0,0.1202791514455635,0.1092432147542108,7.632672912990608,-0.0262830488398115,0.0262830488398115,11.890258295416112,11.87263242359075,11.35605852520042,11.258792951160189,11.237870671367444,10.265517198465712,11.161716951160187,11.56,10.665283433614254,10.234641524419906,11.56,10.010540272016186,2.490377853886367,948.2457781618116,3504.0465792698847,250815.06001335825,160.55213037638433,152116.4008827093,97.37298958685479
WASP-053,4950,60.0,60.0,0.22,0.11,0.11,0.839,0.054,0.054,0.798,0.023,0.023,4.553,0.019,0.020,1.648,0.091,0.085,0.0,0.03,0.0,0.04101,0.00083,0.00091,2.132,0.092,0.094,1.074,0.037,0.037,47.8,2.5,2.4,1.72,0.15,0.13,1053.0,16.0,16.0,2017MNRAS.467.1714T,2017MNRAS.467.1714T,TEP,2,7,38.22,-20,39,43.0,12.19,10.39,0.09469,1.6,2455943.56695,0.00012,3.3098443,2e-06,2017MNRAS.467.1714T,0.5607833551883745,0.0191281807386707,12.996716951160188,11.616716951160187,11.174716951160187,9.948716951160188,13.596716951160188,12.631283048839812,10.575283048839813,11.007283048839811,0.0409951248578522,1053.110240031382,78.61202005810354,1.0,0.0362851490251758,0.1383046663662174,11.050712661715735,-0.4412830488398125,0.4412830488398125,13.715604723987548,12.662407423590748,11.857783525200418,11.612890951160187,11.506222557377804,10.564184591510898,11.616716951160187,12.19,11.06916894871091,10.482641524419908,12.19,10.552530514197366,3.9516162029562203,948.048758236294,2070.3468099659067,250181.1810876522,237.56409498040486,137515.24796141425,130.58010712849622
