Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
WASP-025,5736,35.0,35.0,0.06,0.03,0.03,1.053,0.038,0.038,0.924,0.018,0.018,4.53,0.015,0.015,1.336,0.063,0.063,0.0,,,0.04819,0.00058,0.00058,0.598,0.046,0.046,1.247,0.032,0.032,9.54,0.8,0.8,0.288,0.028,0.028,1210.0,14.0,14.0,2011MNRAS.410.1631E,2014MNRAS.444..776S,TEP,13,1,26.37,-27,31,19.9,11.85,10.17,0.116,2.2,2455888.66484,0.00013,3.7648327,9e-07,2014MNRAS.444..776S,0.38,0.0192335677315867,12.424716951160187,11.395716951160187,11.041716951160188,10.173716951160188,12.576716951160186,11.846283048839812,10.330283048839812,10.629283048839811,0.0481851366893793,1211.2167788759675,452.6113884579143,2.0,0.0100929684023674,0.1386851388274415,11.214718162081915,0.0037169511601877,-0.0037169511601877,12.562083438273262,12.213760423590749,11.605010525200417,11.458154951160187,11.40779743820682,10.445921040183777,11.395716951160187,11.85,10.882175763028064,10.250141524419906,11.85,10.276330959899893,3.131604095699621,948.1593261598575,3200.404551061532,1924528.9596671641,1588.9219776604846,991862.8167597328,818.897850540182
WASP-195,6300,125.0,125.0,0.0,0.3,0.3,1.3,0.08,0.08,1.578,0.066,0.066,4.14,0.25,0.25,0.466,0.004,0.003,0.0,,,0.063,0.003,0.003,0.104,0.03,0.031,0.92,0.05,0.05,,,,0.12,0.05,0.05,1522.0,71.0,71.0,2025AJ....169..334S,2025AJ....169..334S,TEP,16,30,11.91,49,53,44.9,11.87,10.69,0.17,0.4,2457357.23855,0.0002,5.051928,4e-06,2025AJ....169..334S,0.55,0.0035894883126764,12.267716951160187,11.507716951160187,11.230716951160186,10.598716951160188,12.246716951160186,11.961283048839812,10.833283048839812,11.032283048839812,0.0628867381835611,1521.7657736798972,,1.0,0.1801044539919287,0.0599123385679148,8.584933971637833,-0.0912830488398128,0.0912830488398128,11.96663600970183,12.149764423590748,11.692446525200417,11.628135951160187,11.627050458932205,10.647595047887371,11.507716951160187,11.87,11.022556855817268,10.761641524419906,11.87,10.335404813187816,3.39397660590284,948.1239500561544,4327.666836139789,1924091.2203217275,1264.3806646202436,856045.959417533,562.5346385255225
WASP-080,4145,100.0,100.0,-0.14,0.16,0.16,0.596,0.035,0.035,0.593,0.012,0.012,4.668,0.008,0.008,2.862,0.05,0.05,0.0,0.07,0.0,0.03479,0.00068,0.00068,0.562,0.027,0.027,0.986,0.022,0.022,14.34,0.46,0.46,0.549,0.023,0.023,825.0,20.0,20.0,2013A+A...551A..80T,2014A+A...562A.126M,TEP,20,12,40.18,-2,8,39.2,11.87,8.35,0.08878,3.5,2456487.425006,2.5e-05,3.06785191,3e-08,arXiv:2309.04042,0.019,0.0291954605037686,13.040716951160189,11.012716951160186,10.335716951160189,8.593716951160188,14.239716951160188,11.626283048839811,8.587283048839812,9.192283048839812,0.0347732165120038,825.3967358553706,205.30204668545557,3.0,0.0482655609105645,0.1708667916939058,12.615461544314256,0.243716951160188,-0.243716951160188,14.253228152558968,12.601699423590748,11.329611525200416,10.831935951160188,10.57489190970941,9.684505939909398,11.012716951160186,11.87,10.36592673449643,8.468641524419905,11.87,9.987604041940468,2.4304900149973925,948.2538520133985,3155.9858105437347,1875384.6081592569,2272.100829446301,1070713.1868247015,1297.2103478397037
HAT-P-18,4870,50.0,50.0,0.1,0.06,0.06,0.77,0.027,0.027,0.717,0.026,0.026,4.613,0.031,0.031,2.08,0.21,0.21,0.009,0.03,0.009,0.0559,0.0007,0.0007,0.196,0.008,0.008,0.947,0.044,0.044,5.42,0.55,0.55,0.216,0.032,0.032,841.0,15.0,15.0,2011ApJ...726...52H,2014A+A...564L..13E,TEP,17,5,23.28,33,0,45.0,12.76,10.23,0.1131,1.9,2454715.02254,0.00039,5.5080291,4.2e-06,2015MNRAS.451.4060S,0.324037,0.0184218199513642,13.663716951160188,12.129716951160187,11.648716951160187,10.263716951160188,14.464716951160188,12.726283048839813,10.426283048839812,10.916283048839812,0.0559458112815777,840.6941954655522,553.7136005599447,3.0,-0.0818850965395243,0.1357270052397984,16.764710602487607,0.0337169511601871,-0.0337169511601871,14.594554295416112,13.28444842359075,12.386002525200418,12.096523951160188,11.964899598828582,11.031567433085392,12.129716951160187,12.76,11.566553947906028,10.328141524419904,12.76,11.084011735172227,6.423280584883707,947.715408533692,1521.3160737515748,1855682.9956026045,2207.322241085512,790688.9602128251,940.5191144146822
WASP-055,6070,53.0,53.0,0.09,0.04,0.04,1.162,0.036,0.039,1.102,0.021,0.016,4.419,0.009,0.015,0.869,0.026,0.041,0.0,0.2,0.0,0.0558,0.0006,0.0006,0.627,0.038,0.039,1.335,0.032,0.022,8.73,0.54,0.41,0.247,0.017,0.021,1300.0,15.0,13.0,2012MNRAS.426..739H,2016MNRAS.457.4205S,TEP,13,35,1.94,-17,30,12.7,11.76,10.4,0.1459,1.8,2456416.71565,0.00013,4.4656291,1.1e-06,2016MNRAS.457.4205S,0.15,0.0154978063177515,12.225716951160187,11.361716951160188,11.053716951160188,10.333716951160188,12.239716951160188,11.826283048839812,10.549283048839811,10.786283048839811,0.0557952197531689,1300.8112670960554,531.3951548905219,2.0,0.0085674845483404,0.1244901856282317,10.888198082047692,-0.0662830488398125,0.0662830488398125,12.090258295416112,12.072632423590749,11.556058525200418,11.458792951160188,11.437870671367444,10.465517198465712,11.361716951160188,11.76,10.865283433614252,10.474641524419908,11.76,10.210540272016186,2.9936642396053026,948.1779242811325,4210.8129005348965,1847123.754342699,1419.9782866781572,874087.0154552063,671.9552924895304
WASP-113,5890,140.0,140.0,0.1,0.09,0.09,1.318,0.069,0.069,1.608,0.09,0.12,4.2,0.1,0.1,0.317,0.072,0.039,0.0,,0.0,0.05885,0.0001,0.00010,0.475,0.054,0.052,1.47,0.11,0.11,5.4,1.1,0.9,0.15,0.04,0.04,1606.0,70.0,70.0,2016A+A...593A.113B,2022AN....34324012A,TEP,14,59,29.49,46,57,36.4,11.77,10.31,0.1791,1.0,2457197.097459,4e-05,4.5421687,4.2e-06,2016A+A...593A.113B,0.486,0.0088253810807961,12.287716951160188,11.343716951160188,11.011716951160189,10.225716951160187,12.354716951160189,11.854283048839813,10.464283048839812,10.731283048839812,0.0588509973411598,1484.6179297444376,1061.3051284507087,2.0,-0.00169468862869,0.0939434994068038,7.869802463440129,-0.0842830488398131,0.0842830488398131,12.27688515255897,12.108196423590748,11.545534525200418,11.422720951160189,11.386441158414073,10.419563130898627,11.343716951160188,11.77,10.838414494340082,10.387141524419906,11.77,10.20812284244399,2.9648112722216955,948.1818144158493,5219.300177715631,1771463.2430292494,1193.211537822522,831190.3935680763,559.8682172127326
HAT-P-19,4962,39.0,41.0,0.166,0.07,0.068,0.807,0.034,0.03,0.773,0.011,0.01,4.5687,0.0066,0.0056,1.749,0.013,0.023,0.084,0.041,0.041,0.04599,0.00063,0.00058,0.277,0.017,0.016,1.008,0.014,0.013,6.76,0.37,0.36,0.253,0.014,0.014,981.0,8.0,8.0,2011ApJ...726...52H,2024MNRAS.528.1930K,TEP,0,38,4.02,34,42,41.7,12.9,10.55,0.11804,2.2,2456610.863945,7.1e-05,4.00878322,1.9e-07,2024MNRAS.528.1930K,0.404,0.0179569661117114,13.706716951160187,12.326716951160188,11.884716951160188,10.658716951160187,14.306716951160189,12.791283048839812,10.735283048839811,11.167283048839812,0.0459803997931514,981.0551754265672,517.8581233332461,2.0,0.0208789112138651,0.1340036048459572,12.793439636854446,0.1087169511601882,-0.1087169511601882,14.425604723987547,13.372407423590747,12.56778352520042,12.322890951160188,12.216222557377804,11.2741845915109,12.326716951160188,12.9,11.779168948710913,10.642641524419908,12.9,11.262530514197367,7.591451969575306,947.5578181841234,1343.4394422666091,1752304.6605829857,1786.1428230283539,875191.9817222462,892.0925179786232
WASP-160,5218,18.0,18.0,0.149,0.02,0.02,0.879,0.022,0.02,0.872,0.013,0.012,4.44,0.05,0.05,1.325,0.068,0.062,0.0,0.22,0.0,0.0455,0.0012,0.0012,0.281,0.03,0.03,1.093,0.022,0.021,5.82,0.68,0.66,0.201,0.024,0.025,1100.0,9.0,9.0,2019MNRAS.482..301L,2021AJ....162..291J,TEP,5,50,43.06,-27,37,23.4,13.09,11.06,0.11855,2.0,2457383.65494,0.00021,3.768495,3.4e-06,2019MNRAS.482..301L,0.19,0.0165912168898054,13.8474147907345,12.540414790734498,12.1174147907345,10.9664147907345,14.3494147907345,13.183585209265502,11.2435852092655,11.6485852092655,0.045399189984531,1102.736025727203,674.4630812072008,2.0,0.2220524540268875,0.1288068976794542,11.22014115024073,-0.0935852092655018,0.0935852092655,14.435876979917095,13.540771296059402,12.775154041608388,12.5508957907345,12.4563854280402,11.510086966185696,12.540414790734498,13.09,12.000352554065238,11.15179260463275,13.09,11.466962931215466,9.184931955057358,947.3428099679084,1115.1655831658293,1740881.6603816808,1578.6930142539331,896778.6875620596,813.2306069992371
TOI-2580,6120,30.0,30.0,0.26,0.06,0.06,1.33,0.08,0.08,1.81,0.06,0.06,4.15,0.09,0.09,,,,0.08,0.04,0.04,0.048,0.003,0.003,0.63,0.08,0.08,1.55,0.05,0.05,,,,0.17,0.03,0.03,2410.0,60.0,60.0,2024A+A...692A.220E,2024A+A...692A.220E,TEP,4,8,47.78,67,6,59.6,11.42,9.88,0.349,0.8,2458839.4534,0.0005,3.39775,2e-06,2024A+A...692A.220E,0.5,0.0077442102145987,11.863716951160187,11.033716951160187,10.734716951160188,10.043716951160189,11.864716951160188,11.256283048839814,10.027283048839813,10.252283048839812,0.0486427378710797,1800.176142397456,,1.0,-1.3213439440503154,0.0880011943930236,5.702510205627783,0.1637169511601861,-0.1637169511601861,11.67619372398754,11.721676423590749,11.224854525200415,11.137569951160188,11.122406738724957,10.147994834972254,11.033716951160187,11.42,10.540577474515828,9.953641524419908,11.42,9.87550744487227,2.2070828128014894,948.283970319615,13662.196916718996,1722571.1379878523,956.8903272397278,934504.6262350141,519.1184374827068
NGTS-05,4987,41.0,41.0,0.12,0.1,0.1,0.661,0.068,0.061,0.739,0.014,0.012,4.52,0.037,0.037,,,,0.0,,,0.0382,0.0013,0.0013,0.229,0.037,0.037,1.136,0.023,0.023,4.4,0.72,0.72,,,,952.0,24.0,24.0,2019A+A...625A.142E,2019A+A...625A.142E,TEP,14,44,13.98,5,36,19.3,13.77,11.61,0.0921,2.3,2457740.35262,0.00026,3.3569866,2.6e-06,2019A+A...625A.142E,0.6546001441425326,0.0249539139202317,14.548648587541845,13.168648587541842,12.726648587541842,11.500648587541844,15.148648587541842,13.879351412458156,11.823351412458155,12.255351412458158,0.0382214133097396,1057.405376506555,772.0985798057574,1.0,-0.056024379752986,0.1579680788014836,11.115329291765793,-0.1093514124581567,0.1093514124581567,15.014403827960273,14.268033839574295,13.41720941466817,13.164822587541842,13.058154193759458,12.116116227892553,13.168648587541842,13.77,12.621100585092565,11.71667570622908,13.77,12.11061189530948,16.55712748815131,946.3474440081087,480.6051053055273,1720742.2057626464,1627.3250013609882,939163.0708849977,888.1769392811249
WASP-174,6400,100.0,100.0,0.09,0.09,0.09,1.24,0.038,0.038,1.347,0.018,0.018,4.273,0.01,0.010,0.507,0.016,0.016,,,,0.05503,0.00056,0.00056,0.33,0.091,0.091,1.437,0.05,0.05,3.9,1.4,1.0,0.102,0.032,0.032,1528.0,17.0,17.0,2018MNRAS.480.5307T,2020A+A...633A..30M,TEP,13,3,10.57,-41,23,5.3,11.79,10.58,0.084,0.8,2458545.5266,0.00014,4.2337005,1.8e-07,2020A+A...633A..30M,0.953,0.0120184713216091,12.187716951160189,11.427716951160187,11.150716951160186,10.518716951160188,12.166716951160186,11.851283048839813,10.723283048839813,10.922283048839812,0.0550250568537285,1526.921884693603,1398.128951667224,2.0,0.0089834460045467,0.1096287887446045,8.78486973017835,-0.0612830488398135,0.0612830488398135,11.88663600970183,12.069764423590748,11.612446525200417,11.548135951160187,11.547050458932205,10.567595047887371,11.427716951160187,11.79,10.942556855817266,10.651641524419906,11.79,10.255404813187816,3.153106185998501,948.156427048406,2301.7302849576317,1704957.2199394028,1116.597539815552,828616.2010744001,542.6709836179164
TOI-4145,5281,86.0,76.0,0.168,0.084,0.087,0.905,0.043,0.044,0.859,0.018,0.017,4.526,0.02,0.021,1.425,0.085,0.078,0.0,0.135,0.0,0.04823,0.00075,0.00079,0.43,0.13,0.13,1.187,0.032,0.031,7.6,2.4,2.2,0.241,0.075,0.075,1074.0,19.0,16.0,2023ApJS..265....1Y,2023ApJS..265....1Y,TEP,2,37,43.14,80,16,2.6,12.18,10.29,0.0877,2.0,2458925.88211,0.00017,4.0664428,5.8e-06,2023ApJS..265....1Y,0.8,0.0201644321758051,12.909716951160188,11.650716951160188,11.240716951160188,10.140716951160188,13.345716951160188,12.32928304883981,10.46728304883981,10.854283048839813,0.0482279892192493,1074.7228178552364,504.2886234976348,1.0,0.0041693232150627,0.142001521737639,12.073342104761949,-0.1492830488398109,0.1492830488398109,13.454987009701837,12.612235423590748,11.880035525200418,11.670986951160188,11.584795241315629,10.6355744607525,11.650716951160188,12.18,11.115730881353793,10.378641524419905,12.18,10.569704969492092,4.033345821587627,948.0377373579029,1878.658645991677,1699563.6011682504,1581.3971499739564,842810.7910922988,784.2122425336131
WASP-110,5400,140.0,140.0,-0.06,0.1,0.1,0.892,0.072,0.072,0.881,0.035,0.035,4.498,0.022,0.022,1.301,0.095,0.095,0.0,0.61,0.0,0.0457,0.0012,0.0012,0.51,0.064,0.064,1.238,0.056,0.056,7.6,1.0,1.0,0.268,0.042,0.042,1134.0,33.0,33.0,arXiv:1410.3449,arXiv:1410.3449,TEP,20,23,29.55,-44,3,30.3,12.27,10.7,0.11658,2.1,2457934.73871,0.00015,3.77840121,8.2e-07,2021AJ....162...88N,0.376,0.0208526070416269,12.960716951160189,11.760716951160187,11.363716951160187,10.322716951160189,13.318716951160187,12.647283048839812,10.873283048839811,11.238283048839811,0.0457018221755203,1143.2685422630746,532.4611722963853,2.0,-0.003987095992253,0.1444043179466145,11.154335430356443,-0.3772830488398124,0.3772830488398124,13.408212723987546,12.683975423590748,11.984695525200417,11.790775951160189,11.712902894165367,10.760753914955696,11.760716951160187,12.27,11.23077005080705,10.786641524419906,12.27,10.670222915377222,4.440982844780521,947.9827673911122,2268.0817179553405,1696685.6515009322,1484.0657192774506,872865.5461313595,763.4825186421571
HATS-19,5896,77.0,77.0,0.24,0.05,0.05,1.303,0.083,0.083,1.75,0.25,0.25,4.07,0.1,0.10,0.24,0.1,0.1,0.3,0.1,0.1,0.0589,0.0013,0.0013,0.427,0.071,0.071,1.66,0.27,0.21,3.8,0.98,0.78,0.087,0.031,0.031,1570.0,110.0,110.0,arXiv:1607.00322,arXiv:1607.00322,TEP,9,49,37.63,-33,13,6.6,13.03,11.51,0.1666,1.3,2456660.03375,0.00059,4.569673,1e-05,arXiv:1607.00322,0.32,0.0095019111555802,13.546616231018293,12.602616231018292,12.270616231018291,11.484616231018292,13.613616231018293,13.055383768981708,11.665383768981709,11.932383768981706,0.0588633178920661,1550.1989131283665,1474.363387134612,1.0,0.0623174317171641,0.0974777469763239,7.237367982283003,-0.0253837689817082,0.0253837689817082,13.525857666440256,13.369201381080298,12.804727697336409,12.681620231018291,12.645340438272177,11.678462410756731,12.602616231018292,13.03,12.097313774198186,11.587691884490852,13.03,11.467283193004883,9.437872561389957,947.3086762100481,1525.157275262053,1671029.2374040661,1077.945045150276,781702.4747087169,504.25946508452154
Kepler-012,5947,100.0,100.0,0.07,0.04,0.04,1.157,0.148,0.078,1.49,0.061,0.038,4.155,0.018,0.014,0.35,0.006,0.009,0.0,,,0.0555,0.0022,0.0013,0.43,0.053,0.044,1.706,0.069,0.039,3.66,0.33,0.34,0.081,0.008,0.008,1485.0,25.0,25.0,2011ApJS..197....9F,2012MNRAS.426.1291S,TEP,19,4,58.42,50,2,25.3,13.53,12.07,0.19573,1.6,2455004.00835,2e-05,4.4379637,2e-07,2011ApJS..197....9F,0.174,0.0138438346514404,14.020454348677008,13.088454348677008,12.760454348677008,11.984454348677009,14.078454348677008,13.615545651322993,12.242545651322992,12.504545651322992,0.0554847287210432,1486.0644227094908,1447.8842702308684,2.0,0.0275233912263122,0.1176598259876344,8.009587006520398,-0.0855456513229917,0.0855456513229917,13.8154064311957,13.882131179657891,13.294347037580248,13.170470348677007,13.13675014142312,12.168960924657732,13.088454348677008,13.53,12.584638637140069,12.156272825661496,13.53,11.955264358623996,14.7930834225912,946.5857138264806,1143.17424683581,1646181.6947296662,1107.7458484123047,781422.4699372187,525.8335089622009
WASP-181,5839,70.0,70.0,0.09,0.04,0.04,1.04,0.04,0.04,0.965,0.043,0.043,4.487,0.039,0.039,1.16,0.15,0.15,,,,0.05427,0.00069,0.00069,0.299,0.034,0.034,1.184,0.071,0.059,4.85,0.78,0.67,0.179,0.033,0.033,1186.0,32.0,26.0,2019MNRAS.485.5790T,2019MNRAS.485.5790T,TEP,1,47,10.37,3,7,59.0,12.91,11.44,0.1277,1.6,2457747.66681,0.00035,4.5195064,3.4e-06,2019MNRAS.485.5790T,0.34,0.0158971643728158,13.427716951160187,12.483716951160188,12.151716951160187,11.365716951160188,13.494716951160187,12.984283048839812,11.594283048839811,11.86128304883981,0.0542015409673561,1188.036032660449,872.6325974309897,1.0,0.1263045873272929,0.1260839576346483,12.09305190491256,-0.0742830488398116,0.0742830488398116,13.41688515255897,13.248196423590748,12.68553452520042,12.562720951160188,12.526441158414071,11.559563130898628,12.483716951160188,12.91,11.978414494340084,11.517141524419904,12.91,11.34812284244399,8.458979013130413,947.4407688319352,1304.3276242763625,1616094.8575954065,1360.3079478796417,760188.58768932,639.8699759863163
HAT-P-51,5453,31.0,32.0,0.302,0.052,0.059,0.961,0.04,0.036,0.995,0.013,0.013,4.4256,0.0069,0.0073,0.978,0.009,0.014,0.0,0.123,0.0,0.05042,0.00068,0.00065,0.307,0.021,0.02,1.205,0.017,0.016,5.25,0.33,0.32,0.164,0.011,0.011,1168.0,7.0,7.0,2015AJ....150..168H,2024MNRAS.528.1930K,TEP,1,24,15.66,32,48,38.8,13.44,11.61,0.1403,2.0,2458349.53123,0.00014,4.21802091,6.6e-07,2024MNRAS.528.1930K,0.277,0.0154881240714159,14.074756509102697,12.933756509102697,12.551756509102695,11.569756509102696,14.358756509102696,13.480243490897305,11.794243490897305,12.136243490897304,0.0504181375050413,1168.1185930606025,793.9113688150757,2.0,0.0036940971063627,0.1244512919636272,10.896403305436191,-0.0402434908973035,0.0402434908973035,14.27152146098044,13.851200307189236,13.156923521172276,12.975110509102697,12.906835897703736,11.95130092661458,12.933756509102697,13.44,12.409578191920165,11.70212174544865,13.44,11.837595644684052,13.040864710216912,946.8223270322911,929.5334526784131,1612614.1065819303,1380.5225909097971,785192.4054650995,672.1855213414647
HATS-38,5662,80.0,80.0,-0.102,0.043,0.043,0.92,0.03,0.03,1.08,0.02,0.02,4.34,0.02,0.02,0.72,0.06,0.04,0.112,0.072,0.07,0.051,0.0002,0.0002,0.065,0.015,0.014,0.598,0.018,0.018,,,,0.29,0.08,0.07,1294.0,10.0,10.0,2020AJ....160..222J,2024AJ....168..185E,TEP,10,17,5.08,-25,16,34.6,12.41,10.77,0.134,0.5,2457786.4105,0.0005,4.37504,2e-05,2024AJ....168..185E,0.227,0.0032376190269921,13.003716951160188,11.946716951160187,11.585716951160189,10.688716951160188,13.188716951160188,12.491283048839811,10.932283048839812,11.242283048839813,0.0509163361141056,1257.4376744495864,,2.0,0.1643163909257327,0.0569000793232502,10.154296239998082,-0.0812830488398113,0.0812830488398113,13.191917581130395,12.78197742359075,12.158413525200418,12.003883951160187,11.949047163595422,10.988758673435942,11.946716951160187,12.41,11.430532419904832,10.851141524419903,12.41,10.83245764984833,5.210401805090782,947.8790023415154,2222.016733659235,1598437.5651217487,1271.1863161102015,764195.8297686635,607.7405228876827
TOI-2583,5936,65.0,68.0,0.158,0.084,0.085,1.215,0.063,0.082,1.477,0.036,0.032,4.184,0.028,0.035,0.376,0.032,0.035,0.0,0.089,0.0,0.0571,0.001,0.0013,0.25,0.058,0.056,1.29,0.04,0.033,3.71,0.86,0.83,0.109,0.028,0.026,1456.0,19.0,16.0,2023ApJS..265....1Y,2023ApJS..265....1Y,TEP,18,9,4.09,45,20,12.8,12.61,11.24,0.1836,0.81,2459216.01039,0.00036,4.5207265,4.9e-06,2023ApJS..265....1Y,0.27,0.0080554409169826,13.119716951160187,12.187716951160189,11.859716951160188,11.083716951160188,13.177716951160187,12.766283048839812,11.393283048839812,11.655283048839811,0.0570957915905573,1455.845835558914,1400.4768912284546,1.0,0.0073707874528807,0.0897521081478458,8.31302375679639,-0.1562830488398123,0.1562830488398123,13.088387438273257,12.944544423590749,12.388466525200418,12.269732951160188,12.2360127439063,11.268223527140911,12.187716951160189,12.61,11.683901239623246,11.316641524419907,12.61,11.049979498756592,6.437847613898548,947.7134435525765,2464.0285001082634,1597468.374233331,1097.2785271732066,751325.5402278096,516.0749317522128
HAT-P-44,5295,100.0,100.0,0.33,0.1,0.1,0.942,0.041,0.041,0.949,0.08,0.037,4.46,0.06,0.06,,,,0.044,0.052,0.052,0.0507,0.0007,0.0007,0.352,0.029,0.029,1.242,0.106,0.061,5.62,0.69,0.84,0.17,0.03,0.03,1108.0,51.0,32.0,2014AJ....147..128H,2014AJ....147..128H,TEP,14,12,34.56,47,0,52.9,13.21,11.28,0.1302,2.1,2456204.47794,0.00019,4.3011886,1e-06,2019A+A...622A..81M,0.172,0.0180876294995223,13.932011910166915,12.673011910166917,12.263011910166917,11.163011910166915,14.368011910166915,13.326988089833083,11.464988089833083,11.851988089833084,0.0507398456657429,1104.2255645798502,703.5450739161288,2.0,-0.0785293396544032,0.1344902580097249,11.488019275549808,-0.1169880898330824,0.1169880898330824,14.407794606870809,13.649270126017608,12.90438773015235,12.693281910166917,12.607090200322355,11.657869419759228,12.673011910166917,13.21,12.13802584036052,11.37249404491654,13.21,11.59374360346674,10.342515266306323,947.1865866736574,1087.6735214157934,1593980.1273142088,1443.527643666452,768579.2576161934,696.0346529457794
WASP-011,4900,65.0,65.0,0.12,0.09,0.09,0.806,0.04,0.04,0.772,0.015,0.015,4.569,0.018,0.018,1.748,0.074,0.074,0.0,,,0.04375,0.00074,0.00074,0.492,0.024,0.024,0.99,0.023,0.023,12.45,0.5,0.5,0.475,0.026,0.026,992.0,14.0,14.0,2009A+A...502..395W,2015A+A...579A.136M,TEP,3,9,28.55,30,40,24.9,11.89,9.42,0.109,2.2,2456933.615316,5e-05,3.72247975,1e-08,2024MNRAS.530.2475Y,0.054,0.0173662750509377,12.793716951160189,11.259716951160188,10.778716951160188,9.393716951160188,13.594716951160189,11.916283048839812,9.616283048839811,10.106283048839812,0.0437461421804123,992.586005912914,284.33531446257047,3.0,0.008818650960658,0.1317811634906058,12.186083951536862,-0.0262830488398115,0.0262830488398115,13.724554295416112,12.41444842359075,11.51600252520042,11.226523951160187,11.094899598828585,10.161567433085391,11.259716951160188,11.89,10.696553947906027,9.518141524419908,11.89,10.214011735172226,2.885320562600956,948.1925317602079,3263.9700843190044,1564523.2153526174,1576.2092211985942,810897.272985153,816.9541663438466
