rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
110,110.01,110,281459670,281459670.01,1,CP,00h22m28.45s,5.618531,,,-59d56m33.32s,-59.942589,,,-22.409,1.237,1.237,0,1,-5.102,1.237,1.237,0,1,2458328.040464,0.000446,0.000446,0,1,3.174305,4.4E-05,4.4E-05,0,1,2.723339,0.030983,0.030983,0,1,15603.693104,151.40271,151.40271,0,1,13.668801,0.12625,0.12625,0,1,662.491006,,,,,1293.94181,,,,,11.632,0.018,0.018,0,1,390.66101,,,0,1,5750.3999,76,76,0,1,3.5699999,0.12,0.12,0,1,3.3408599,0.613051,0.613051,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
111,111.01,111,355703913,355703913.01,1,CP,00h03m05.88s,0.774486,,,-62d28m09.54s,-62.469317,,,1.875,3.301,3.301,0,1,5.381,3.301,3.301,0,1,2458326.106369,0.001084,0.001084,0,1,2.106098,6.9E-05,6.9E-05,0,1,1.574766,0.083967,0.083967,0,1,12430.502967,528.39557,528.39557,0,1,16.683676,14.132685,14.132685,0,1,720.255153,,,,,1321.269297,,,,,13.129,0.018,0.018,0,1,,,,0,1,5403,185,185,0,1,,,,0,1,,,,0,1,2018-09-05 18:34:19,2019-03-11 18:32:33
112,112.01,112,388104525,388104525.01,1,CP,03h43m44.07s,55.933632,,,-65d11m37.62s,-65.193782,,,20.837,1.128,1.128,0,1,17.181,1.128,1.128,0,1,2458327.40938,0.000189,0.000189,0,1,2.499814,8E-06,8E-06,0,1,2.878017,0.0169,0.0169,0,1,15044.681156,64.47897,64.47897,0,1,14.839843,0.082961,0.082961,0,1,996.863551,,,,,1433.107203,,,,,11.547,0.018,0.018,0,1,315.729,,,0,1,5731,189,189,0,1,4.3541198,2.00365,2.00365,0,1,1.11465,1.11465,1.11465,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
113,113.01,113,97409519,97409519.01,1,CP,22h10m51.44s,332.714337,,,-30d44m58.98s,-30.749717,,,0.388,2.154,2.154,0,1,-13.583,2.154,2.154,0,1,2458327.053085,0.000623,0.000623,0,1,3.372877,0.000147,0.000147,0,1,2.63426,0.043644,0.043644,0,1,17163.60419,212.40587,212.40587,0,1,14.201803,0.154789,0.154789,0,1,615.165921,,,,,1270.187448,,,,,12.143,0.018,0.018,0,1,486.43701,,,0,1,5974,191,191,0,1,4.30933,,,0,1,1.21522,1.21522,1.21522,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
114,114.01,114,25155310,25155310.01,1,CP,04h13m29.92s,63.374681,,,-69d13m35.76s,-69.2266,,,63.074,0.642,0.642,0,1,53.678,0.961,0.961,0,1,2458327.520924,0.000203,0.000203,0,1,3.288776,7E-06,7E-06,0,1,3.410191,0.019658,0.019658,0,1,7125.315013,28.905638,28.905638,0,1,10.835677,0.075686,0.075686,0,1,808.140646,,,,,1359.851508,,,,,10.555,0.018,0.018,0,1,213.53696,17.927401,17.927401,0,1,5675.54,40.4422,40.4422,0,1,4.2758899,0.111457,0.111457,0,1,1.44087,0.183712,0.183712,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
115,115.01,115,281541555,281541555.01,1,CP,00h26m48.63s,6.702635,,,-56d18m57.97s,-56.316103,,,24.783,3.411,3.411,0,1,7.511,3.411,3.411,0,1,2458329.90069,0.001812,0.001812,0,1,4.742745,0.000262,0.000262,0,1,2.408768,0.137056,0.137056,0,1,13420.031793,517.9781,517.9781,0,1,11.517937,11.536549,11.536549,0,1,246.967152,,,,,1011.066097,,,,,12.98,0.018,0.018,0,1,515.03198,,,0,1,5377,185,185,0,1,4.4247599,2.00401,2.00401,0,1,0.980778,0.980778,0.980778,0,1,2018-09-05 18:34:19,2019-08-14 14:33:01
116,116.01,116,238176110,238176110.01,1,CP,23h51m23.13s,357.846395,,,-70d09m10.3s,-70.152862,,,96.434,1.064,1.064,0,1,-1.621,0.764,0.764,0,1,2458326.689274,0.00026,0.00026,0,1,2.798594,4.9E-05,4.9E-05,0,1,2.366459,0.022664,0.022664,0,1,16879.44984,101.11358,101.11358,0,1,11.293845,0.108967,0.108967,0,1,288.255508,,,,,1050.906681,,,,,10.991,0.019,0.019,0,1,150.71771,8.9961796,8.9961796,0,1,4935.3999,64,64,0,1,4.4699998,0.12,0.12,0,1,0.920682,0.106652,0.106652,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
117,117.01,117,322307342,322307342.01,1,CP,01h00m01.46s,15.006071,,,-58d54m17.01s,-58.904725,,,23.161,1.185,1.185,0,1,7.475,1.185,1.185,0,1,2458328.4809,0.00133,0.00133,0,1,3.5855,0.00038,0.00038,0,1,3.173,0.123,0.123,0,1,6242.33,3.88,3.88,0,1,15.2606,0.655196,0.655196,0,1,668.223,,,,,1416,,,,,11.734,0.019,0.019,0,1,451.29901,,,0,1,5704.7998,53.740101,53.740101,0,1,3.7149999,0.0848528,0.0848528,0,1,2.6408801,0.34201,0.34201,0,1,2018-09-05 18:34:59,2019-03-11 18:32:33
118,118.01,118,266980320,266980320.01,1,CP,23h18m14.2s,349.559187,,,-56d54m14.34s,-56.903983,,,313.686,0.397,0.397,0,1,-20.197,0.49,0.49,0,1,2458329.199631,0.001235,0.001235,0,1,6.036061,0.000637,0.000637,0,1,2.123832,0.09961,0.09961,0,1,1704.034261,56.202583,56.202583,0,1,4.926376,0.630906,0.630906,0,1,242.435041,,,,,1006.395294,,,,,9.1540003,0.017,0.017,0,1,94.984123,3.59835,3.59835,0,1,5586,187,187,0,1,4.36763,0.270247,0.270247,0,1,1.0776,0.128732,0.128732,0,1,2018-09-05 18:34:19,2019-03-11 18:32:33
119,119.01,119,278683844,278683844.01,2,,06h36m57.22s,99.238408,,,-58d00m58.05s,-58.016125,,,51.559,0.214,0.214,0,1,-205.527,0.213,0.213,0,1,2458327.615791,0.002023,0.002023,0,1,5.541143,0.000132,0.000132,0,1,3.03471,0.132389,0.132389,0,1,625.829742,29.63431,29.63431,0,1,2.468596,0.314115,0.314115,0,1,140.124869,,,,,877.502889,,,,,9.2340002,0.018,0.018,0,1,66.169197,1.59949,1.59949,0,1,5332,184,184,0,1,4.56429,0.272717,0.272717,0,1,0.829762,0.100432,0.100432,0,1,2018-08-30 14:18:00,2019-06-13 04:18:11
120,119.02,119,278683844,278683844.02,2,,06h36m57.22s,99.238408,,,-58d00m58.05s,-58.016125,,,51.559,0.214,0.214,0,1,-205.527,0.213,0.213,0,1,2458328.046392,0.002725,0.002725,0,1,10.691543,0.000362,0.000362,0,1,3.228321,0.415448,0.415448,0,1,540.395062,39.848972,39.848972,0,1,1.935791,1.243667,1.243667,0,1,58.334729,,,,,704.857857,,,,,9.2340002,0.018,0.018,0,1,66.169197,1.59949,1.59949,0,1,5332,184,184,0,1,4.56429,0.272717,0.272717,0,1,0.829762,0.100432,0.100432,0,1,2018-10-19 23:49:46,2019-06-17 14:58:32
121,120.01,120,394137592,394137592.01,1,CP,00h17m47.14s,4.446424,,,-66d21m32.35s,-66.358986,,,65,8,8,0,1,-5,8,8,0,1,2458332.082805,0.000707,0.000707,0,1,11.535076,0.001035,0.001035,0,1,8.555958,0.069027,0.069027,0,1,2389.90616,28.935114,28.935114,0,1,12.215808,1.480912,1.480912,0,1,413.730599,,,,,1150.268323,,,,,7.1440001,0.03,0.03,0,1,77.399384,4.3731799,4.3731799,0,1,5479.2998,57,57,0,1,3.77,0.08,0.08,0,1,2.48771,0.298399,0.298399,0,1,2018-09-05 18:34:19,2019-02-13 17:42:32
122,121.01,121,207081058,207081058.01,1,FP,22h07m28.2s,331.867507,,,-41d48m55.83s,-41.815509,,,49.52,0.685,0.685,0,1,-9.752,0.8,0.8,0,1,2458336.139719,0.00037,0.00037,0,1,14.775056,0.000529,0.000529,0,1,5.449073,0.03672,0.03672,0,1,14107.16966,98.28256,98.28256,0,1,14.783107,2.180077,2.180077,0,1,119.985215,,,,,844.115127,,,,,9.9289999,0.019,0.019,0,1,174.8502,,,0,1,6053,193,193,0,1,4.3134999,0.321619,0.321619,0,1,1.2259099,0.180608,0.180608,0,1,2018-09-05 18:34:19,2019-01-06 18:27:28
123,122.01,122,231702397,231702397.01,1,,22h11m47.28s,332.94702,,,-58d56m42.22s,-58.945061,,,145.74,2,2,0,1,-235.21,2,2,0,1,2458329.121491,0.002308,0.002308,0,1,5.077677,0.000878,0.000878,0,1,1.155359,0.447793,0.447793,0,1,6501.890778,781.0324,781.0324,0,1,2.386458,1.250847,1.250847,0,1,6.457958,,,,,406.577702,,,,,13.048,0.04,0.04,0,1,95.632545,,,0,1,3318,64,64,0,1,4.9580998,0.407256,0.407256,0,1,0.294,0.051,0.051,0,1,2018-09-05 18:34:19,2019-07-27 12:00:15
124,123.01,123,290131778,290131778.01,1,CP,21h18m47.81s,319.699216,,,-26d36m58.38s,-26.616218,,,-66.01,2,2,0,1,-19,2,2,0,1,2458325.375658,0.000473,0.000473,0,1,3.308754,0.000101,0.000101,0,1,5.634728,0.031274,0.031274,0,1,3177.131896,28.132027,28.132027,0,1,7.723223,7.723462,7.723462,0,1,1078.917433,,,,,1461.728795,,,,,8.8030005,0.018,0.018,0,1,72.663399,,,0,1,6188,194,194,0,1,4.2716599,2.0058601,2.0058601,0,1,1.3188699,1.3188699,1.3188699,0,1,2018-09-05 18:34:19,2019-06-13 04:18:11
125,124.01,124,29831208,29831208.01,1,FP,04h26m19.83s,66.582628,,,-67d48m22.89s,-67.806358,,,10.881,1.019,1.019,0,1,34.124,1.019,1.019,0,1,2458326.544424,0.001148,0.001148,0,1,1.84286,4.6E-05,4.6E-05,0,1,1.719758,0.104861,0.104861,0,1,2469.541609,128.68199,128.68199,0,1,7.09999,9.345614,9.345614,0,1,590.538921,,,,,1257.279635,,,,,11.04,0.018,0.018,0,1,153.95,,,0,1,5080,181,181,0,1,4.4815898,2.00353,2.00353,0,1,0.877602,0.877602,0.877602,0,1,2018-09-05 18:34:19,2019-01-13 09:02:20
126,125.01,125,52368076,52368076.01,3,CP,01h34m22.43s,23.593467,,,-66d40m34.8s,-66.676332,,,-120.164,0.605,0.605,0,1,-122.689,0.724,0.724,0,1,2458327.432906,0.001879,0.001879,0,1,4.653811,0.000289,0.000289,0,1,2.921928,0.288457,0.288457,0,1,1007.882466,50.584927,50.584927,0,1,2.863905,1.099036,1.099036,0,1,188.043192,,,,,944.46127,,,,,10.138,0.017,0.017,0,1,110.60889,4.60357,4.60357,0,1,5154,182,182,0,1,4.4707198,0.28501,0.28501,0,1,0.89927,0.116155,0.116155,0,1,2018-09-05 18:34:19,2019-06-13 04:18:11
127,125.02,125,52368076,52368076.02,3,CP,01h34m22.43s,23.593467,,,-66d40m34.8s,-66.676332,,,-120.164,0.605,0.605,0,1,-122.689,0.724,0.724,0,1,2458334.45669,0.002132,0.002132,0,1,9.150607,0.00073,0.00073,0,1,2.907668,0.380794,0.380794,0,1,996.181819,61.571884,61.571884,0,1,2.861244,1.371003,1.371003,0,1,76.337181,,,,,753.882703,,,,,10.138,0.017,0.017,0,1,110.60889,4.60357,4.60357,0,1,5154,182,182,0,1,4.4707198,0.28501,0.28501,0,1,0.89927,0.116155,0.116155,0,1,2018-09-05 18:34:19,2019-06-13 04:18:11
128,125.03,125,52368076,52368076.03,3,,01h34m22.43s,23.593467,,,-66d40m34.8s,-66.676332,,,-120.164,0.605,0.605,0,1,-122.689,0.724,0.724,0,1,2458342.851835,0.003286,0.003286,0,1,19.981866,0.004595,0.004595,0,1,2.991231,0.720831,0.720831,0,1,1046.211139,112.284874,112.284874,0,1,2.899664,2.696121,2.696121,0,1,26.945604,,,,,581.087764,,,,,10.138,0.017,0.017,0,1,110.60889,4.60357,4.60357,0,1,5154,182,182,0,1,4.4707198,0.28501,0.28501,0,1,0.89927,0.116155,0.116155,0,1,2018-10-19 23:49:42,2019-03-11 18:32:33
129,126.01,126,70440470,70440470.01,1,CP,22h37m57.43s,339.489277,,,-35d09m15.11s,-35.154196,,,-9.889,3.436,3.436,0,1,-51.002,3.435,3.435,0,1,2458326.731043,0.000948,0.000948,0,1,3.035381,0.000203,0.000203,0,1,2.886722,0.077295,0.077295,0,1,16740.83645,333.53653,333.53653,0,1,15.044467,15.047709,15.047709,0,1,718.651229,,,,,1320.533104,,,,,12.725,0.018,0.018,0,1,556.177,,,0,1,5751,189,189,0,1,4.3503599,,,0,1,1.12237,1.12237,1.12237,0,1,2018-09-05 18:34:19,2019-03-11 18:32:33
130,127.01,127,234523599,234523599.01,1,CP,01h02m12.45s,15.551866,,,-61d45m22.06s,-61.756129,,,,,,,,,,,,,2458325.650197,0.000565,0.000565,0,1,3.795609,6.9E-05,6.9E-05,0,1,2.042805,0.04323,0.04323,0,1,55371.084604,803.346,803.346,0,1,23.750976,0.342044,0.342044,0,1,54.250581,,,,,692.182873,,,,,14.097,0.018,0.018,0,1,,,,0,1,3424,,,0,1,,,,0,1,,,,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
131,128.01,128,391949880,391949880.01,1,,05h18m05.04s,79.520982,,,-80d57m51.8s,-80.96439,,,-49.058,0.091,0.091,0,1,45.56,0.094,0.094,0,1,2458328.129344,0.001912,0.001912,0,1,4.940663,0.000654,0.000654,0,1,2.202493,0.278214,0.278214,0,1,398.563168,28.429855,28.429855,0,1,2.766351,0.943072,0.943072,0,1,596.247661,,,,,1260.307212,,,,,7.9000001,0.017,0.017,0,1,67.953827,1.7203799,1.7203799,0,1,6086,193,193,0,1,4.2626901,0.26143,0.26143,0,1,1.3075,0.145464,0.145464,0,1,2018-09-05 18:34:19,2019-03-11 18:32:33
132,129.01,129,201248411,201248411.01,1,,00h00m44.56s,0.185655,,,-54d49m50.93s,-54.830813,,,-202.614,0.216,0.216,0,1,-71.618,0.242,0.242,0,1,2458354.552404,0.000149,0.000149,0,1,0.980981,1E-05,1E-05,0,1,0.743316,0.014155,0.014155,0,1,7028.41767,120.82581,120.82581,0,1,9.218137,2.036007,2.036007,0,1,750.612716,,,,,1334.976832,,,,,9.8235703,0.017,0.017,0,1,,,,0,1,4486,175,175,0,1,4.4991398,0.338797,0.338797,0,1,0.782459,0.124009,0.124009,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
133,130.01,130,263003176,263003176.01,1,,00h50m11.18s,12.546602,,,-83d44m37.58s,-83.743771,,,139.521,0.061,0.061,0,1,30.396,0.058,0.058,0,1,2458336.559583,0.002205,0.002205,0,1,14.339928,0.003271,0.003271,0,1,4.653356,0.530555,0.530555,0,1,411.321986,24.453753,24.453753,0,1,2.36279,1.131195,1.131195,0,1,115.245191,,,,,835.651991,,,,,7.4260001,0.019,0.019,0,1,56.869556,1.20113,1.20113,0,1,6295.7002,56.480999,56.480999,0,1,,,,0,1,1.1436599,0.10287,0.10287,0,1,2018-09-05 18:34:18,2019-06-13 04:18:11
134,131.01,131,235037761,235037761.01,1,FP,23h35m18.88s,353.828649,,,-64d33m42.88s,-64.561912,,,192.826,1.943,1.943,0,1,-31.069,1.785,1.785,0,1,2458326.068952,0.000449,0.000449,0,1,6.240662,0.000179,0.000179,0,1,1.569129,0.040222,0.040222,0,1,9113.476719,231.65656,231.65656,0,1,12.720704,4.591968,4.591968,0,1,66.843455,,,,,729.26349,,,,,9.7370005,0.018,0.018,0,1,,,,0,1,4174,172,172,0,1,4.34197,0.433401,0.433401,0,1,0.903104,0.188582,0.188582,0,1,2018-09-05 18:34:18,2019-01-06 18:25:27
135,132.01,132,89020549,89020549.01,1,,22h33m35.92s,338.399656,,,-43d26m12.71s,-43.436865,,,34.968,0.955,0.955,0,1,-53.891,1.391,1.391,0,1,2458326.903983,0.001768,0.001768,0,1,2.109307,0.00025,0.00025,0,1,2.068328,0.357938,0.357938,0,1,1379.431961,84.67819,84.67819,0,1,3.307084,1.646429,1.646429,0,1,687.428912,,,,,1305.950446,,,,,10.803,0.018,0.018,0,1,155.59264,16.441099,16.441099,0,1,5673,188,188,0,1,4.5538301,0.4189,0.4189,0,1,0.87924,0.176641,0.176641,0,1,2018-09-05 18:34:18,2019-08-11 12:00:14
136,133.01,133,219338557,219338557.01,1,,23h37m35.36s,354.397321,,,-58d57m18.23s,-58.955064,,,196.801,0.583,0.583,0,1,-103.153,0.549,0.549,0,1,2458327.291396,0.002752,0.002752,0,1,8.1952,0.001473,0.001473,0,1,2.309555,0.457632,0.457632,0,1,946.435776,82.18145,82.18145,0,1,2.160801,1.917926,1.917926,0,1,24.583945,,,,,567.914087,,,,,9.8830004,0.018,0.018,0,1,49.013435,0.923272,0.923272,0,1,4028,170,170,0,1,4.55902,0.201108,0.201108,0,1,0.708945,0.0599078,0.0599078,0,1,2018-09-05 18:34:18,2019-06-13 04:18:11
137,134.01,134,234994474,234994474.01,1,,23h20m06.88s,350.028681,,,-60d03m56.56s,-60.065711,,,-319.951,0.122,0.122,0,1,-127.654,0.136,0.136,0,1,2458326.033176,0.001456,0.001456,0,1,1.401461,0.000137,0.000137,0,1,1.264937,0.207902,0.207902,0,1,565.503282,37.851494,37.851494,0,1,1.583888,0.360332,0.360332,0,1,151.581705,,,,,894.914298,,,,,9.1689997,0.019,0.019,0,1,31.32925,0.162046,0.162046,0,1,3794,69,69,0,1,4.6640902,0.104989,0.104989,0,1,0.616,0.03,0.03,0,1,2018-09-05 18:34:18,2019-06-13 04:18:11
138,135.01,135,267263253,267263253.01,1,CP,00h29m18.94s,7.328918,,,-76d18m14.52s,-76.304033,,,-2.475,0.725,0.725,0,1,6.249,0.751,0.751,0,1,2458325.783759,0.000208,0.000208,0,1,4.126904,5.7E-05,5.7E-05,0,1,4.492686,0.016126,0.016126,0,1,10068.55437,33.41181,33.41181,0,1,15.947767,2.122716,2.122716,0,1,1454.030397,,,,,1574.936764,,,,,9.2130003,0.019,0.019,0,1,187.19601,13.9322,13.9322,0,1,6888,204,204,0,1,4.2341599,0.355654,0.355654,0,1,1.5479,0.205971,0.205971,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
139,136.01,136,410153553,410153553.01,1,CP,22h41m58.15s,340.492305,,,-69d10m08.92s,-69.169144,,,342.02,2,2,0,1,-723.83,2,2,0,1,2458325.72603,0.000322,0.000322,0,1,0.46291,1.1E-05,1.1E-05,0,1,0.520794,0.106125,0.106125,0,1,4681.643995,178.9042,178.9042,0,1,1.267697,0.366063,0.366063,0,1,64.621812,,,,,723.126924,,,,,11.877,0.064,0.064,0,1,,,,0,1,3043,63,63,0,1,5.0970702,0.426694,0.426694,0,1,0.179,0.032,0.032,0,1,2018-09-05 18:34:18,2019-06-13 04:18:11
140,137.01,137,176957796,176957796.01,1,FP,06h45m11.4s,101.297485,,,-66d14m17.94s,-66.238317,,,20.429,0.933,0.933,0,1,-68.724,1.327,1.327,0,1,2458327.369003,0.004306,0.004306,0,1,4.819018,0.001436,0.001436,0,1,3.035372,0.275922,0.275922,0,1,1803.249732,160.64334,160.64334,0,1,4.458667,0.842854,0.842854,0,1,99.16949,,,,,804.848741,,,,,10.642,0.018,0.018,0,1,85.076752,3.3934901,3.3934901,0,1,4651,175,175,0,1,4.5693698,0.2,0.2,0,1,0.85824,0.150601,0.150601,0,1,2018-09-05 18:34:18,2019-05-23 13:30:08
141,138.01,138,277683130,277683130.01,1,FP,21h55m42.25s,328.926025,,,-61d40m23.73s,-61.673257,,,-23.8,2,2,0,1,2.8,1.9,1.9,0,1,2458328.058635,0.000797,0.000797,0,1,6.198041,0.000348,0.000348,0,1,2.176782,0.055149,0.055149,0,1,3722.005937,195.5,195.5,0,1,8.294924,8.305693,8.305693,0,1,267.799076,,,,,1031.744158,,,,,9.5340004,0.018,0.018,0,1,128.48801,,,0,1,5722,189,189,0,1,4.3558202,2.00367,2.00367,0,1,1.11119,1.11119,1.11119,0,1,2018-09-05 18:34:18,2018-11-30 09:19:46
142,139.01,139,62483237,62483237.01,1,,22h25m36.58s,336.40241,,,-34d54m34.95s,-34.909709,,,26.495,0.137,0.137,0,1,-30.294,0.104,0.104,0,1,2458334.896388,0.001811,0.001811,0,1,11.058421,0.00257,0.00257,0,1,2.136519,0.327214,0.327214,0,1,1367.122742,100.4967,100.4967,0,1,2.687866,1.814681,1.814681,0,1,24.043659,,,,,564.767748,,,,,9.2950001,0.02,0.02,0,1,42.050365,0.508682,0.508682,0,1,4356,173,173,0,1,4.5349102,0.3608,0.3608,0,1,0.738419,0.125859,0.125859,0,1,2018-09-05 18:34:18,2019-06-13 04:18:11
143,140.01,140,140068425,140068425.01,1,,22h01m12.38s,330.301571,,,-49d03m36.09s,-49.060024,,,33.4,1.3,1.3,0,1,-19,1.3,1.3,0,1,2458327.399305,0.001311,0.001311,0,1,2.28139,0.000207,0.000207,0,1,0.859711,0.116683,0.116683,0,1,1077.390775,98.91284,98.91284,0,1,5.069735,5.087404,5.087404,0,1,1742.578534,,,,,1647.850619,,,,,9.8059998,0.041,0.041,0,1,184.118,,,0,1,6174,194,194,0,1,4.2740402,2.0056801,2.0056801,0,1,1.31178,1.31178,1.31178,0,1,2018-09-05 18:34:18,2019-08-21 12:00:20
144,141.01,141,403224672,403224672.01,1,CP,22h35m56.1s,338.983747,,,-59d51m53.34s,-59.864817,,,-108.407,0.04,0.04,0,1,-84.301,0.045,0.045,0,1,2458325.538528,0.001209,0.001209,0,1,1.007908,8.5E-05,8.5E-05,0,1,1.534232,0.161406,0.161406,0,1,220.394479,10.559796,10.559796,0,1,1.974088,0.429755,0.429755,0,1,2928.328886,,,,,1876.180909,,,,,7.3579998,0.018,0.018,0,1,48.318748,0.942861,0.942861,0,1,5795.29,44.580399,44.580399,0,1,,,,0,1,1.1894701,0.106891,0.106891,0,1,2018-09-05 18:34:18,2019-07-31 10:32:40
145,142.01,142,425934411,425934411.01,1,,00h18m25.41s,4.605858,,,-62d50m52.35s,-62.847876,,,7.384,3.364,3.364,0,1,2.723,3.364,3.364,0,1,2458325.489793,0.000851,0.000851,0,1,0.853319,2.4E-05,2.4E-05,0,1,1.139772,0.074358,0.074358,0,1,27850.118196,1655.4967,1655.4967,0,1,21.80123,12.37259,12.37259,0,1,516.976666,,,,,1216.150954,,,,,14.672,0.018,0.018,0,1,,,,0,1,3658,162,162,0,1,,,,0,1,,,,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
146,143.01,143,25375553,25375553.01,1,CP,21h55m04.26s,328.767737,,,-22d36m45.36s,-22.612599,,,13.054,1.103,1.103,0,1,-5.052,0.733,0.733,0,1,2458325.58249,0.000343,0.000343,0,1,2.310894,5.5E-05,5.5E-05,0,1,3.422324,0.025078,0.025078,0,1,6939.353936,46.406292,46.406292,0,1,17.627707,3.516223,3.516223,0,1,4218.115431,,,,,2055.414257,,,,,9.7720003,0.019,0.019,0,1,287.28214,37.099899,37.099899,0,1,6371,197,197,0,1,3.94807,0.439603,0.439603,0,1,1.9819601,0.395184,0.395184,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
147,144.01,144,261136679,261136679.01,1,CP,05h37m11.76s,84.299019,,,-80d27m53.1s,-80.46475,,,310.712,0.022,0.022,0,1,1049.66,0.021,0.021,0,1,2458325.505054,0.001062,0.001062,0,1,6.267726,9.9E-05,9.9E-05,0,1,2.934834,0.265566,0.265566,0,1,289.67936,17.524027,17.524027,0,1,1.72231,0.876033,0.876033,0,1,253.454047,,,,,1017.640909,,,,,5.0970001,0.063,0.063,0,1,18.233269,0.168421,0.168421,0,1,5992.1001,9.1633797,9.1633797,0,1,4.4310699,0.0147435,0.0147435,0,1,1.38196,0.119255,0.119255,0,1,2018-09-05 18:34:18,2019-08-14 16:04:01
148,145.01,145,265612438,265612438.01,1,,22h12m41.93s,333.174717,,,-55d58m43.69s,-55.978802,,,-4.019,1.117,1.117,0,1,-4.691,1.117,1.117,0,1,2458327.04953,0.00317,0.00317,0,1,5.12944,0.00132,0.00132,0,1,4.832,0.202,0.202,0,1,3376.1,2.32,2.32,0,1,10.357,0.365187,0.365187,0,1,502.844,,,,,1319,,,,,11.635,0.019,0.019,0,1,284.57001,,,0,1,5510,186,186,0,1,4.3973699,2.0040801,2.0040801,0,1,1.03107,1.03107,1.03107,0,1,2018-09-05 18:35:00,2019-06-17 14:58:32
149,146.01,146,355636844,355636844.01,1,,23h53m12.51s,358.302105,,,-56d00m48.02s,-56.013338,,,72.2,2,2,0,1,-39.62,2,2,0,1,2458330.55618,0.00445,0.00445,0,1,6.29632,0.00401,0.00401,0,1,2.938,0.305,0.305,0,1,979.326,1.89,1.89,0,1,,,,0,1,355.48,,,,,1209,,,,,10.241,0.019,0.019,0,1,,,,0,1,6905,204,204,0,1,,,,0,1,,,,0,1,2018-09-05 18:35:00,2019-06-17 14:58:32
150,147.01,147,220435095,220435095.01,1,,04h54m33.95s,73.641462,,,-57d30m48.47s,-57.513463,,,,,,,,,,,,,2458326.61107,0.00143,0.00143,0,1,3.42316,0.00033,0.00033,0,1,1.95,0.406,0.406,0,1,9683.96,18.1,18.1,0,1,26.5768,1.73554,1.73554,0,1,414.297,,,,,1256,,,,,11.818,0.018,0.018,0,1,,,,0,1,5620.8999,125,125,0,1,0.2,,,0,1,,,,0,1,2018-09-05 18:35:00,2019-06-17 14:58:32
151,148.01,148,393940766,393940766.01,1,,22h33m16.99s,338.320799,,,-38d09m35.37s,-38.159825,,,23.328,1.114,1.114,0,1,-25.746,1.114,1.114,0,1,2458327.33133,0.00241,0.00241,0,1,4.8661,0.00101,0.00101,0,1,3.215,0.228,0.228,0,1,5029.02,4.71,4.71,0,1,9.70106,3.16125,3.16125,0,1,326.71,,,,,1184,,,,,11.727,0.018,0.018,0,1,374.09299,,,0,1,5783,189,189,0,1,4.3443699,2.0035601,2.0035601,0,1,1.1348701,1.1348701,1.1348701,0,1,2018-09-05 18:35:00,2019-06-17 14:58:32
152,149.01,149,260985861,260985861.01,1,,05h06m32.61s,76.635858,,,-80d46m05.21s,-80.768114,,,-5.5,2.3,2.3,0,1,18.2,2.2,2.2,0,1,2458327.40226,0.002,0.002,0,1,3.34024,0.00049,0.00049,0,1,4.077,0.323,0.323,0,1,5082.39,2.68,2.68,0,1,,,,0,1,691.777,,,,,1428,,,,,10.14,0.018,0.018,0,1,,,,0,1,5914,191,191,0,1,,,,0,1,,,,0,1,2018-09-05 18:35:00,2019-06-17 14:58:32
