Unnamed: 0,TOI,Planet,TESS_tid,TOI_alias,No. of Planets,TFOPWG_Des,rastr,RA,decstr,Dec,PMRA,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,PMDec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,T0 (HJD or BJD),T0_err,P (day),P_err,T14_hr,T14,T14_hr_err,T14_err,Depth (ppm),Depth,Depth (ppm)_err,Depth_err,Rp_EarthRadii,Rp,Rp_EarthRadii_err,Rp_err,Mp,Mp_err_up,Mp_err_dn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,Teq,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,Tmag,Tmag_err,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,Teff,Teff_err_up,Teff_err_dn,logg*,logg*_err_up,logg*_err_dn,R*,R*_err_up,R*_err_dn,M*,toi_created,rowupdate,a_calc,Teq_Calc,R*/Rp,a_calc/R*,Impact Parameter
245,233.01,233,415969908,415969908.01,1,,22h54m50.39s,343.709965,-18d54m42.69s,-18.911858,-309.34,2.0,2.0,0.0,1.0,-141.68,2.0,2.0,0.0,1.0,2458365.26309,0.002808,11.665865,0.003883,2.010591,0.083774625,0.3316,0.0138166666667,2699.083486,0.2699083486,292.65363,0.029265363,2.570156,0.229293960211,0.60497,0.0539718083683,,,,5.362093,,,,,388.108664,,,,,11.256,0.04,71.729866,,,0,1,3644.0,64.0,64.0,4.7991199,0.357198,0.357198,0.464,0.071,0.071,0.166676851444,2018-11-16 21:15:22,2019-08-16 12:00:13,0.0553999760736,508.458990687,19.6865696838,25.6811743255,0.876894722166
247,235.01,235,280095254,280095254.01,1,,03h04m47.49s,46.197856,-73d23m46.97s,-73.396381,114.75,2.0,2.0,0.0,1.0,46.76,2.0,2.0,0.0,1.0,2458357.28322,0.000981,10.090251,0.000108,1.688412,0.0703505,0.062563,0.00260679166667,2274.040629,0.2274040629,100.33481,0.010033481,5.829253,0.520051119636,5.832199,0.520313944152,,,,440.212159,,,,,1168.24857,,,,,9.3190002,0.018,104.301,,,0,1,5454.4199,77.327003,77.327003,3.4424701,0.146076,0.146076,1.0099699,1.0099699,1.0099699,1.02341789152,2018-11-16 21:15:17,2019-06-13 04:18:11,0.0920927620199,870.890184077,18.8932676981,19.6128338811,0.961552730246
249,237.01,237,305048087,305048087.01,1,,23h32m58.25s,353.242703,-29d24m54.02s,-29.415005,162.54,2.0,2.0,0.0,1.0,-332.69,2.0,2.0,0.0,1.0,2458355.24981,0.00261,5.433729,0.001053,1.172585,0.0488577083333,0.472631,0.0196929583333,6530.706532,0.6530706532,843.5729,0.08435729,1.741587,0.15537398519,0.971689,0.0866882861986,,,,3.324008,,,,,344.377881,,,,,13.458,0.042,,,,0,1,3157.0,79.0,79.0,5.0419002,0.47567,0.47567,0.221,0.044,0.044,0.0295289931173,2018-11-16 21:15:14,2019-08-13 12:00:18,0.0186962588815,523.319265636,13.8375324284,18.1964103267,0.941450512432
250,238.01,238,9006668,9006668.01,1,,23h16m55.46s,349.231089,-18d36m23.93s,-18.606646,-53.438,1.049,1.049,0.0,1.0,-0.745,0.655,0.655,0.0,1.0,2458354.66918,0.002485,1.272419,0.000206,1.404112,0.0585046666667,0.309772,0.0129071666667,438.019033,0.0438019033,49.08374,0.004908374,1.676542,0.14957105897,2.047998,0.182710143635,,,,753.218535,,,,,1336.13395,,,,,9.8970003,0.018,79.175453,,,0,1,5024.0,181.0,181.0,4.5685,0.30183,0.30183,0.786822,0.109256,0.109256,0.571538056837,2018-11-16 21:15:44,2019-07-31 10:32:40,0.0190710672914,1555.87155077,51.176856851,5.21340886708,0.697400341181
251,239.01,239,9725627,9725627.01,1,CP,23h53m38.04s,358.408482,-10d07m05.22s,-10.118117,-19.347,2.445,2.445,0.0,1.0,-7.484,1.252,1.252,0.0,1.0,2458356.96228,0.000995,4.15701,0.000336,3.959188,0.164966166667,0.09311,0.00387958333333,4851.510897,0.4851510897,104.13186,0.010413186,6.374038,0.568653581943,1.23744,0.110397002409,,,,421.379341,,,,,1155.548184,,,,,10.973,0.019,347.84799,73.434998,73.434998,0,1,6362.5,83.0,83.0,4.5900002,0.16,0.16,0.895031,0.171767,0.171767,0.772008676254,2018-11-16 21:15:45,2019-03-11 18:32:33,0.0464160262234,1347.05775603,15.3121079298,11.1545784296,0.5
252,240.01,240,101948569,101948569.01,1,,00h59m01.17s,14.754892,-44d09m39.22s,-44.160895,26.628,0.352,0.352,0.0,1.0,-10.257,0.483,0.483,0.0,1.0,2458360.11317,0.003046,19.472408,0.004362,3.480887,0.145036958333,0.452211,0.018842125,1645.952677,0.1645952677,140.12372,0.014012372,3.049011,0.272014541886,1.470318,0.131172985993,,,,11.678571,,,,,471.484233,,,,,10.593,0.019,74.936417,1.45943,1.45943,0,1,4333.0,173.0,173.0,4.5109,0.370952,0.370952,0.75705,0.133145,0.133145,0.522344847983,2018-11-16 21:15:40,2019-07-31 10:32:40,0.114078918647,538.172663565,27.0755398638,32.41187194,0.707390250195
257,245.01,245,154618248,154618248.01,1,,23h03m07s,345.779168,-33d30m01.69s,-33.50047,53.366,0.118,0.118,0.0,1.0,-19.158,0.078,0.078,0.0,1.0,2458361.54672,0.001358,8.773772,0.000994,1.035961,0.0431650416667,0.169075,0.00704479166667,1008.057887,0.1008057887,85.30659,0.008530659,6.201622,0.553271656704,1.162214,0.103685788206,,,,278.651956,,,,,1042.042119,,,,,8.441,0.017,126.73067,6.3691502,6.3691502,0,1,6208.0,117.0,117.0,,,,1.7510099,0.193261,0.193261,3.69550167612,2018-11-16 21:15:37,2019-06-13 04:18:11,0.128712842402,1103.97294304,30.7889488488,15.8108989047,1.00326494858
258,246.01,246,158623531,158623531.01,1,CP,01h36m40.29s,24.167878,-50d39m33.5s,-50.659305,-35.371,3.695,3.695,0.0,1.0,-31.725,3.695,3.695,0.0,1.0,2458355.73252,0.000422,7.872846,0.000122,3.734301,0.155595875,0.037184,0.00154933333333,14870.542999,1.4870542999,109.76864,0.010976864,10.907298,0.973083950397,0.125792,0.0112224105629,,,,86.253341,,,,,777.255369,,,,,11.192,0.018,169.272,,,0,1,5086.0,181.0,181.0,4.4805899,2.00354,2.00354,0.879468,0.879468,0.879468,0.741048725471,2018-11-16 21:15:36,2019-06-13 04:18:11,0.0700879368529,868.636550891,8.79254127126,17.1414089545,0.330983128386
259,247.01,247,160148385,160148385.01,1,CP,00h04m11.18s,1.046564,-47d21m38.29s,-47.360635,31.204,3.418,3.418,0.0,1.0,-1.198,3.418,3.418,0.0,1.0,2458354.31995,0.000573,3.425239,0.000133,2.44683,0.10195125,0.042511,0.00177129166667,14427.180116,1.4427180116,193.54935,0.019354935,13.569362,1.21057739317,0.169723,0.0151416718708,,,,451.837404,,,,,1175.886202,,,,,11.857,0.018,348.09299,,,0,1,5575.0,187.0,187.0,4.3842802,2.0039999,2.0039999,1.05566,1.05566,1.05566,1.13472203222,2018-11-16 21:15:36,2019-06-13 04:18:11,0.0463835088757,1282.32605319,8.48352198503,9.45067472559,0.689276130033
260,248.01,248,201793781,201793781.01,1,,02h18m44.22s,34.68426,-54d51m35.02s,-54.859727,93.713,0.103,0.103,0.0,1.0,12.914,0.112,0.112,0.0,1.0,2458354.83577,0.001932,5.991198,0.000404,3.462171,0.144257125,0.240267,0.010011125,498.280389,0.0498280389,33.505875,0.0033505875,2.823531,0.251898563654,0.699897,0.0624406280667,,,,654.302141,,,,,1289.924629,,,,,8.4449997,0.02,76.65612,2.1814101,2.1814101,0,1,5711.7002,57.0,57.0,3.8399999,0.08,0.08,1.22218,0.113498,0.113498,1.59703856172,2018-11-16 21:15:34,2019-06-13 04:18:11,0.0754606889939,1108.27099682,47.2013222318,13.2803302771,0.189149056886
261,249.01,249,179985715,179985715.01,1,,00h56m19.21s,14.080038,-38d56m57.18s,-38.949217,-69.414,3.731,3.731,0.0,1.0,-119.445,3.731,3.731,0.0,1.0,2458359.54038,0.004044,6.613147,0.002144,2.248344,0.093681,0.601013,0.0250422083333,1424.748364,0.1424748364,169.94946,0.016994946,2.616461,0.233425015612,1.848253,0.164890088322,,,,34.137215,,,,,616.491044,,,,,11.165,0.018,,,,0,1,4157.0,171.0,171.0,4.5925698,0.222882,0.222882,0.675431,0.0643112,0.0643112,0.400272396991,2018-11-16 21:15:34,2019-07-31 10:32:40,0.0508156145184,730.710401184,28.149992013,16.1822711814,0.745058181604
262,250.01,250,184240683,184240683.01,1,CP,23h57m23.77s,359.349026,-41d16m37.98s,-41.277218,6.359,1.053,1.053,0.0,1.0,-16.127,1.053,1.053,0.0,1.0,2458355.5082,0.000305,1.628393,3.4e-05,2.376132,0.0990055,0.027347,0.00113945833333,13802.220227,1.3802220227,111.3282,0.01113282,12.182142,1.08681791418,0.140212,0.0125088767954,,,,1402.845878,,,,,1560.889789,,,,,11.502,0.018,333.19901,,,0,1,5735.75,57.599899,57.599899,4.35603,0.0757061,0.0757061,1.13824,0.116286,0.116286,1.35273367503,2018-11-16 21:15:34,2019-06-13 04:18:11,0.0299582726271,1704.59854051,10.1887695215,5.66117014119,0.229596925557
263,251.01,251,224225541,224225541.01,1,,23h32m14.89s,353.062058,-37d15m21.11s,-37.255863,44.175,0.684,0.684,0.0,1.0,1.255,0.549,0.549,0.0,1.0,2458357.30582,0.001781,4.937712,0.000733,2.196239,0.0915099583333,0.334344,0.013931,917.152864,0.0917152864,79.04549,0.007904549,2.931246,0.261508252297,1.206266,0.107615844411,,,,278.520258,,,,,1041.918974,,,,,9.3070002,0.017,96.356087,3.7485199,3.7485199,0,1,5862.0,190.0,190.0,4.5178299,0.262166,0.262166,0.93956,0.109748,0.109748,0.864617214753,2018-11-16 21:15:32,2019-06-13 04:18:11,0.0540627724279,1178.23597291,34.9529474518,12.3764780605,0.735665834783
264,252.01,252,237924601,237924601.01,1,,03h50m12.88s,57.553658,-63d03m14.09s,-63.053914,-7.2,6.1,6.1,0.0,1.0,-27.8,5.5,5.5,0.0,1.0,2458354.72007,0.000731,1.002192,2.8e-05,0.633253,0.0263855416667,0.247183,0.0102992916667,1892.113763,0.1892113763,148.03098,0.014803098,3.90427,0.348315639218,5.327671,0.475302970827,,,,1315.157827,,,,,1535.904518,,,,,11.624,0.019,190.59599,,,0,1,5071.0,181.0,181.0,4.4830799,2.00352,2.00352,0.874822,0.874822,0.874822,0.731946420008,2018-11-16 21:15:31,2019-06-17 14:58:32,0.0176630989419,1720.65328834,24.4338219417,4.34280658655,0.98048989933
265,253.01,253,322063810,322063810.01,1,,00h57m16.44s,14.31848,-51d35m06.83s,-51.585231,102.771,0.135,0.135,0.0,1.0,-141.345,0.15,0.15,0.0,1.0,2458355.61288,0.004283,3.515816,0.001043,2.001291,0.083387125,0.327831,0.013659625,309.195421,0.0309195421,43.017746,0.0043017746,1.125571,0.100416718708,1.62929,0.145355517887,,,,85.438976,,,,,775.414216,,,,,9.26511,0.017,,,,0,1,4020.0,170.0,170.0,,,,0.64746,0.0653998,0.0653998,0.362657669871,2018-11-16 21:15:25,2019-08-20 12:00:13,0.0322693014925,868.182651416,62.7265786478,10.7201263486,0.630464169695
266,254.01,254,49687222,49687222.01,1,,23h26m49.29s,351.705386,-11d43m32.04s,-11.725568,-27.594,2.012,2.012,0.0,1.0,-46.011,1.058,1.058,0.0,1.0,2458360.07331,0.002667,20.186539,0.003807,1.866565,0.0777735416667,0.909295,0.0378872916667,1006.041833,0.1006041833,143.67206,0.014367206,3.283981,0.29297716121,4.520391,0.403282273173,,,,55.743317,,,,,696.895969,,,,,9.7939997,0.02,133.31429,12.9512,12.9512,0,1,6101.0,193.0,193.0,4.4819598,0.402847,0.402847,1.01859,0.192495,0.192495,1.04391535514,2018-11-16 21:15:20,2019-03-11 18:32:33,0.147187023312,773.818893076,33.8228597416,31.0808864258,0.958448943566
267,255.01,255,204317710,204317710.01,1,CP,23h04m18.02s,346.075086,-21d16m19.25s,-21.272014,-1.179,2.103,2.103,0.0,1.0,-18.867,2.103,2.103,0.0,1.0,2458355.98345,0.001755,2.812077,0.000324,2.856534,0.11902225,0.146208,0.006092,15289.110215,1.5289110215,605.029,0.0605029,13.712919,1.22338469087,0.671681,0.059923365153,,,,705.25026,,,,,1314.333457,,,,,13.684,0.018,800.302,,,0,1,5662.0,186.0,186.0,4.36727,,,1.08839,1.08839,1.08839,1.21851421525,2018-11-16 21:15:18,2019-06-13 04:18:11,0.0416455104065,1395.5692863,8.65498230734,8.23013442171,0.23414822568
268,256.01,256,92226327,92226327.01,2,CP,00h44m59.31s,11.247108,-15d16m16.66s,-15.271294,,,,,,,,,,,2458389.28528,0.002133,24.73712,0.00025,1.958295,0.081595625,0.190383,0.007932625,4088.825398,0.4088825398,360.44772,0.036044772,1.369367,0.122166741012,0.100452,0.00896172718351,,,,1.226056,,,,,268.378264,,,,,11.238,0.07,31.096289,,,0,1,3182.0,63.0,63.0,5.0275998,0.421511,0.421511,0.232,0.041,0.041,0.0330728761651,2018-11-30 22:06:23,2019-06-17 14:58:32,0.0533330714902,319.977345282,18.4747971845,49.4460829525,0.921272927836
269,256.02,256,92226327,92226327.02,2,CP,00h44m59.31s,11.247108,-15d16m16.66s,-15.271294,,,,,,,,,,,2458389.29328,0.002136,3.778378,0.000784,1.028338,0.0428474166667,0.2879,0.0119958333333,3334.77603,0.333477603,300.73108,0.030073108,1.136554,0.101396556339,0.410558,0.0366275314479,,,,4.876768,,,,,379.011837,,,,,11.238,0.07,31.096289,,,0,1,3182.0,63.0,63.0,5.0275998,0.421511,0.421511,0.232,0.041,0.041,0.0330728761651,2018-11-30 22:06:23,2019-06-17 14:58:32,0.0152393850032,598.595997002,22.2591954242,14.1287173973,0.916339430312
270,257.01,257,200723869,200723869.01,1,,03h10m04.14s,47.517239,-50d49m56.16s,-50.832267,97.969,0.051,0.051,0.0,1.0,28.005,0.052,0.052,0.0,1.0,2458385.77602,0.00105,18.37073,0.0008,6.319,0.263291666667,0.267,0.011125,1284.07,0.128407,0.203551,2.03551e-05,7.79111,0.695076277991,0.208925,0.0186390400571,,,,112.672,,,,,907.0,,,,,7.0120001,0.017,76.216606,2.1794701,2.1794701,0,1,6382.6699,51.405399,51.405399,,,,1.77643,0.163403,0.163403,3.82189628407,2018-11-30 22:06:24,2019-06-13 04:18:11,0.213034737575,888.637388503,24.863388443,25.7944106136,0.5
272,259.01,259,12862099,12862099.01,1,CP,00h15m36.79s,3.903271,-11d56m17.74s,-11.93826,-22.0,8.0,8.0,0.0,1.0,17.0,8.0,8.0,0.0,1.0,2458386.57812,0.000681,2.423823,0.000137,2.248401,0.093683375,0.054273,0.002261375,16167.17837,1.616717837,301.42267,0.030142267,12.256272,1.09343134981,0.248194,0.022142385583,,,,549.914052,,,,,1235.07535,,,,,12.333,0.018,410.112,,,0,1,5514.0,186.0,186.0,4.3965602,2.00407,2.00407,1.03259,1.03259,1.03259,1.07770145203,2018-11-30 22:06:23,2019-06-17 14:58:32,0.0362053937025,1419.76819481,9.18715569705,7.54168939226,0.633189097114
273,260.01,260,37749396,37749396.01,1,,00h19m05.53s,4.773023,-09d57m57.99s,-9.966109,-36.266,0.088,0.088,0.0,1.0,-301.427,0.06,0.06,0.0,1.0,2458392.29441,0.00257,13.470018,0.003236,1.998396,0.0832665,0.343922,0.0143300833333,686.53595,0.068653595,64.596115,0.0064596115,1.637881,0.146121955571,1.525768,0.136119903649,,,,11.13865,,,,,465.937745,,,,,8.4292803,0.017,,,,0,1,4111.0,171.0,171.0,4.6461,0.439409,0.439409,0.631587,0.133807,0.133807,0.342250500623,2018-11-30 22:06:23,2019-08-16 12:00:13,0.0774996958902,565.831902217,42.0496504157,26.3930814667,0.886421513704
274,261.01,261,63898957,63898957.01,2,,01h00m52.35s,15.218125,-24d25m26.37s,-24.423992,108.651,0.096,0.096,0.0,1.0,-11.263,0.086,0.086,0.0,1.0,2458387.28557,0.002961,3.361391,0.000985,3.154215,0.131425625,0.649077,0.027044875,422.240474,0.0422240474,41.641174,0.0041641174,2.746611,0.245036220894,2.407731,0.21480337229,,,,1484.322998,,,,,1583.076324,,,,,9.0200005,0.02,115.31339,5.3718901,5.3718901,0,1,5890.2998,57.0,57.0,3.9200001,0.08,0.08,1.31383,0.136209,0.136209,1.89056409984,2018-11-30 22:06:23,2019-07-31 10:32:40,0.0543020644842,1396.9220653,52.1619203365,8.8899731456,0.5
275,261.02,261,63898957,63898957.02,2,,01h00m52.35s,15.218125,-24d25m26.37s,-24.423992,108.651,0.096,0.096,0.0,1.0,-11.263,0.086,0.086,0.0,1.0,2458389.72718,0.003037,13.039359,0.004316,4.921832,0.205076333333,0.531445,0.0221435416667,625.599569,0.0625599569,58.03166,0.005803166,3.348222,0.298708359354,1.269619,0.113267820501,,,,243.526095,,,,,1007.525683,,,,,9.0200005,0.02,115.31339,5.3718901,5.3718901,0,1,5890.2998,57.0,57.0,3.9200001,0.08,0.08,1.31383,0.136209,0.136209,1.89056409984,2018-11-30 22:06:23,2019-07-31 10:32:40,0.134062654444,889.050521096,42.7894279941,21.9478469033,0.5
276,262.01,262,70513361,70513361.01,1,PC,02h10m08.32s,32.534648,-31d04m14.17s,-31.070603,239.985,0.043,0.043,0.0,1.0,-175.917,0.049,0.049,0.0,1.0,2458389.83993,0.001816,11.146909,0.002487,1.357828,0.0565761666667,0.278714,0.0116130833333,647.37743,0.064737743,62.20103,0.006220103,2.443881,0.218028459274,0.688732,0.0614445534838,,,,57.337255,,,,,701.825226,,,,,8.0830002,0.018,42.331627,0.960858,0.960858,0,1,5302.5801,20.9902,20.9902,4.5351501,0.0370742,0.0370742,0.849618,0.0781697,0.0781697,0.683683834387,2018-11-30 22:06:23,2019-07-31 10:32:40,0.0860322453728,803.418489506,37.9101237485,21.7801484374,0.965966174918
277,263.01,263,120916706,120916706.01,1,,02h28m25.99s,37.108272,-25d05m50.39s,-25.09733,29.7,2.0,2.0,0.0,1.0,7.88,2.0,2.0,0.0,1.0,2458386.17235,0.00147,0.556737,7.3e-05,0.852671,0.0355279583333,0.16541,0.00689208333333,63679.095551,6.3679095551,5715.9956,0.57159956,5.224526,0.466100990276,1.35549,0.120928717994,,,,64.325653,,,,,722.296983,,,,,15.851,0.062,,,,0,1,3116.0,101.0,101.0,5.06043,0.562987,0.562987,0.205,0.048,0.048,0.0247794887892,2018-11-30 22:06:24,2019-07-31 12:00:13,0.00386133386872,1094.65953264,4.27876582621,4.05141540917,0.952417202302
278,264.01,264,122612091,122612091.01,1,CP,02h44m09.62s,41.040077,-30d10m08.68s,-30.169077,6.45,0.877,0.877,0.0,1.0,-7.219,0.935,0.935,0.0,1.0,2458383.39811,0.000735,2.216794,5.1e-05,3.881758,0.161739916667,0.044936,0.00187233333333,4300.368098,0.4300368098,49.195816,0.0049195816,13.803204,1.23143937907,0.145542,0.0129843875457,,,,3880.620661,,,,,2013.005899,,,,,10.452,0.018,422.92596,76.8843,76.8843,0,1,5773.4702,51.0863,51.0863,3.47927,0.0937043,0.0937043,2.7370501,0.672195,0.672195,10.4791585092,2018-11-30 22:06:24,2019-06-17 14:58:32,0.0728113156188,1706.68049009,21.6229225467,5.7218888029,0.5
279,265.01,265,159951311,159951311.01,1,CP,03h18m14.92s,49.562176,-41d18m07.3s,-41.302027,-14.592,1.143,1.143,0.0,1.0,25.514,1.143,1.143,0.0,1.0,2458387.57109,0.00052,5.924426,0.000114,2.83538,0.118140833333,0.048764,0.00203183333333,11992.493322,1.1992493322,135.86578,0.013586578,8.754633,0.781036042466,0.173841,0.0155090552235,,,,117.18212,,,,,839.141282,,,,,11.664,0.018,224.91299,,,0,1,5185.0,182.0,182.0,4.4630198,2.00367,2.00367,0.911724,0.911724,0.911724,0.806023870152,2018-11-30 22:06:24,2019-06-17 14:58:32,0.0596330017369,977.485851367,11.356303603,14.0684601895,0.640082033791
280,266.01,266,164767175,164767175.01,2,,01h44m50.22s,26.209266,-18d24m04.93s,-18.401369,-87.175,0.125,0.125,0.0,1.0,-110.794,0.096,0.096,0.0,1.0,2458393.07874,0.003507,10.767807,0.004925,3.397389,0.141557875,0.758994,0.03162475,650.610352,0.0650610352,76.32915,0.007632915,2.407741,0.21480426443,1.944029,0.173434650727,,,,104.770454,,,,,815.979892,,,,,9.4329996,0.019,100.75161,4.0028601,4.0028601,0,1,5784.0,55.0,55.0,,,,0.929557,0.0919102,0.0919102,0.843290859898,2018-11-30 22:06:24,2019-07-31 10:32:40,0.0901606754231,895.428843838,42.0995845132,20.8624069711,0.553722171749
281,266.02,266,164767175,164767175.02,2,,01h44m50.22s,26.209266,-18d24m04.93s,-18.401369,-87.175,0.125,0.125,0.0,1.0,-110.794,0.096,0.096,0.0,1.0,2458392.10497,0.004409,6.19132,0.003482,3.4164,0.14235,1.161866,0.0484110833333,345.240264,0.0345240264,62.78886,0.006278886,1.759371,0.156960567401,2.874777,0.256470425551,,,,219.127828,,,,,981.282679,,,,,9.4329996,0.019,100.75161,4.0028601,4.0028601,0,1,5784.0,55.0,55.0,,,,0.929557,0.0919102,0.0919102,0.843290859898,2018-11-30 22:06:24,2019-07-31 10:32:40,0.0623430169962,1076.82653892,57.6142813058,14.4256394074,0.5
282,267.01,267,166836920,166836920.01,1,CP,02h39m35.44s,39.897669,-50d00m29.48s,-50.008188,-1.811,0.455,0.455,0.0,1.0,-40.096,0.753,0.753,0.0,1.0,2458387.96027,0.00042,5.75244,0.000221,5.385902,0.224412583333,0.035574,0.00148225,5386.655432,0.5386655432,40.782204,0.0040782204,13.179698,1.17581389955,0.113059,0.0100864483897,,,,788.311133,,,,,1351.431895,,,,,8.9230003,0.018,154.76949,,,0,1,5905.0,191.0,191.0,3.98282,0.290259,0.290259,1.75053,0.233013,0.233013,3.69313884337,2018-11-30 22:06:24,2019-06-17 14:58:32,0.0971195050301,1208.71750515,14.4835709547,11.9332897194,0.5
283,268.01,268,219253008,219253008.01,1,,04h23m39.84s,65.915986,-53d51m03.43s,-53.850952,-21.175,0.184,0.184,0.0,1.0,1.814,0.224,0.224,0.0,1.0,2458385.12729,0.000967,5.066148,0.000107,6.157278,0.25655325,0.07615,0.00317291666667,1932.407299,0.1932407299,36.30666,0.003630666,12.532709,1.11809340708,2.043398,0.182299759122,,,,2379.984653,,,,,1781.40755,,,,,9.6000004,0.05,305.30463,19.0452,19.0452,0,1,5868.0,190.0,190.0,3.5732701,0.343686,0.343686,2.78984,0.449728,0.449728,10.9568325833,2018-11-30 22:06:24,2019-06-17 14:58:32,0.128219311586,1319.70357809,24.27425407,9.88547236336,0.5
285,270.01,270,259377017,259377017.01,3,,04h33m39.71s,68.415442,-51d57m22.21s,-51.956169,91.43,2.0,2.0,0.0,1.0,-282.18,2.0,2.0,0.0,1.0,2458383.84244,0.000601,5.660182,6.8e-05,1.640464,0.0683526666667,0.087817,0.00365904166667,3927.099359,0.3927099359,83.66921,0.008366921,2.616094,0.233392274065,0.484846,0.0432550628959,,,,11.0601,,,,,465.114106,,,,,10.416,0.04,44.959866,,,0,1,3551.0,74.0,74.0,4.8398199,0.382963,0.382963,0.415,0.068,0.068,0.128463246234,2018-11-30 22:06:24,2019-08-16 12:00:13,0.0313631550427,622.785093669,17.2984146937,16.2552978103,0.860171191622
286,270.02,270,259377017,259377017.02,3,,04h33m39.71s,68.415442,-51d57m22.21s,-51.956169,91.43,2.0,2.0,0.0,1.0,-282.18,2.0,2.0,0.0,1.0,2458389.6776,0.000899,11.380259,0.000242,2.128046,0.0886685833333,0.143122,0.00596341666667,3183.166685,0.3183166685,99.3292,0.00993292,2.35486,0.210086537604,0.478431,0.0426827549291,,,,4.35843,,,,,368.512545,,,,,10.416,0.04,44.959866,,,0,1,3551.0,74.0,74.0,4.8398199,0.382963,0.382963,0.415,0.068,0.068,0.128463246234,2018-11-30 22:06:24,2019-08-16 12:00:13,0.0499613592329,493.436145029,19.2173967411,25.8946133523,0.839961235998
287,270.03,270,259377017,259377017.03,3,,04h33m39.71s,68.415442,-51d57m22.21s,-51.956169,91.43,2.0,2.0,0.0,1.0,-282.18,2.0,2.0,0.0,1.0,2458383.73236,0.001651,3.360137,0.000121,1.393345,0.0580560416667,0.48356,0.0201483333333,962.205101,0.0962205101,81.64058,0.008164058,1.297578,0.115762155411,1.412756,0.126037648318,,,,22.167851,,,,,553.414648,,,,,10.416,0.04,44.959866,,,0,1,3551.0,74.0,74.0,4.8398199,0.382963,0.382963,0.415,0.068,0.068,0.128463246234,2018-11-30 22:06:24,2019-08-16 12:00:13,0.0221532511426,741.019004477,34.8759603582,11.4818708226,0.819819469555
288,271.01,271,259511357,259511357.01,1,,04h43m06.12s,70.775501,-50d13m10.14s,-50.219483,33.12,0.051,0.051,0.0,1.0,38.371,0.057,0.057,0.0,1.0,2458382.22816,0.001019,2.476082,5.6e-05,1.050608,0.0437753333333,0.1897,0.00790416666667,383.409029,0.0383409029,23.658146,0.0023658146,2.441117,0.21778187171,1.540949,0.137474261754,,,,1219.413517,,,,,1507.15355,,,,,8.4119997,0.021,85.251137,7.3818498,7.3818498,0,1,6025.0,192.0,192.0,4.3313498,0.387055,0.387055,1.19508,0.217965,0.217965,1.5156291507,2018-11-30 22:06:25,2019-05-17 16:00:02,0.041144726725,1565.56754789,53.3850846263,7.40526297954,0.933546699952
291,274.01,274,281979481,281979481.01,1,,08h42m01.29s,130.505357,-75d48m06.69s,-75.801857,38.217,0.826,0.826,0.0,1.0,-81.629,0.601,0.601,0.0,1.0,2458386.38141,0.002218,0.542248,0.000106,1.014235,0.0422597916667,0.140909,0.00587120833333,696.539405,0.0696539405,202.15729,0.020215729,2.872933,0.25630591489,0.80413,0.0717396734767,,,,2843.094062,,,,,1862.376816,,,,,10.443,0.018,113.85664,5.14323,5.14323,0,1,5181.0,182.0,182.0,4.5463099,0.289574,0.289574,0.827835,0.108876,0.108876,0.643480656062,2018-11-30 22:06:25,2019-06-13 04:18:11,0.0112352736528,2144.20852274,31.4217116111,2.91919531331,0.774050566597
294,277.01,277,439456714,439456714.01,1,,01h16m18.55s,19.077284,-20d57m07.56s,-20.952099,-117.47,2.0,2.0,0.0,1.0,-253.4,2.0,2.0,0.0,1.0,2458389.02917,0.001801,3.994244,0.000716,2.035741,0.0848225416667,0.136515,0.005688125,5783.507445,0.5783507445,330.01193,0.033001193,4.323406,0.385708448568,0.672682,0.0600126683915,,,,28.711599,,,,,590.383342,,,,,11.681,0.04,95.433311,,,0,1,3748.0,64.0,64.0,4.7572999,0.343554,0.343554,0.517,0.076,0.076,0.214525011481,2018-11-30 22:06:26,2019-08-16 12:00:13,0.0294932221842,756.583914275,13.0399544516,12.2702938034,0.701641780828
295,278.01,278,244161191,244161191.01,1,,00h19m31.94s,4.883078,-05d54m40.48s,-5.911245,102.0,8.0,8.0,0.0,1.0,-69.0,8.0,8.0,0.0,1.0,2458386.10659,0.000835,0.298746,2.3e-05,1.046606,0.0436085833333,0.071629,0.00298454166667,12047.111814,1.2047111814,716.01935,0.071601935,2.630575,0.234684182353,2.642784,0.235773396378,,,,87.896848,,,,,780.93174,,,,,13.099,0.059,,,,0,1,2955.0,95.0,95.0,5.1352701,0.496238,0.496238,0.154,0.032,0.032,0.0127120331074,2018-11-30 23:29:50,2019-08-14 16:04:01,0.00204117193358,1237.51768102,6.38383398839,2.85090108664,0.5
