# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun  7 06:36:29 2017
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
353,GJ 3470 b,2.11000,0.04000,,,,,,,,,0.07750,0.00330,-0.00360,0,2456390.775800,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
354,GJ 3470 b,2.15000,0.04000,,,,,,,,,0.08000,0.00270,-0.00220,0,2456390.775800,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
355,GJ 3470 b,2.19000,0.04000,,,,,,,,,0.08070,0.00270,-0.00240,0,2456390.775800,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
356,GJ 3470 b,2.23500,0.05000,,,,,,,,,0.07850,0.00210,-0.00200,0,2456390.775800,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
357,GJ 3470 b,2.28500,0.05000,,,,,,,,,0.07930,0.00220,-0.00260,0,2456390.775800,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
358,GJ 3470 b,2.33500,0.05000,,,,,,,,,0.07670,0.00240,-0.00210,0,2456390.775800,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..33C target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
359,GJ 3470 b,0.96350,,,,,,,,,,0.07484,0.00052,-0.00048,0,2456340.725590,0.000090,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..32N target=ref>Nascimbeni et al. 2013</a>,Large Binocular Telescope Observatory,LBC
360,GJ 3470 b,0.35750,,,,,,,,,,0.08210,0.00130,-0.00130,0,2456340.725590,0.000090,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...559A..32N target=ref>Nascimbeni et al. 2013</a>,Large Binocular Telescope Observatory,LBC
361,WASP-19 b,0.48580,,,,,,,,,,0.14206,0.00038,-0.00038,0,,,,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
362,WASP-19 b,0.62900,,,,,,,,,,0.14372,0.00056,-0.00056,0,,,,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
363,WASP-19 b,0.77060,,,,,,,,,,0.14386,0.00080,-0.00080,0,,,,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
364,WASP-19 b,0.92220,,,,,,,,,,0.14207,0.00058,-0.00058,0,,,,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
365,WASP-19 b,0.64690,,,,,,,,,,0.14028,0.00121,-0.00121,0,,,,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,Danish 1.54m telescope at European Southern Observatory,DFOSC imager
366,WASP-19 b,0.64690,,,,,,,,,,0.14722,0.00270,-0.00270,0,,,,,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.436....2M target=ref> Mancini et al. 2013 </a>,0.3-m Perth Exoplanet Survey Telescope,
367,GJ 1214 b,2.14000,,,,,,,,,,0.11730,0.00220,-0.00240,0,2455783.594150,0.000240,-0.000250,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...565A...7C target=ref>C&aacute;ceres et al. 2014</a>,The Southern Astrophysical Research Telescope,OSIRIS
368,GJ 1214 b,0.86650,,,,,,,,,,0.11735,0.00072,-0.00076,0,2455315.794750,0.000110,-0.000100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...565A...7C target=ref>C&aacute;ceres et al. 2014</a>,The Southern Astrophysical Research Telescope,SOI
369,WASP-12 b,0.72800,0.01500,1.409000,0.021000,-0.021000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
370,WASP-12 b,0.74300,0.01500,1.441000,0.012000,-0.012000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
371,WASP-12 b,0.75700,0.01500,1.423000,0.006000,-0.006000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
372,WASP-12 b,0.77500,0.01500,1.417000,0.007000,-0.007000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
373,WASP-12 b,0.79000,0.01500,1.425000,0.008000,-0.008000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
374,WASP-12 b,0.80600,0.01500,1.441000,0.006000,-0.006000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
375,WASP-12 b,0.82400,0.01500,1.434000,0.006000,-0.006000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
376,WASP-12 b,0.84000,0.01500,1.411000,0.009000,-0.009000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
377,WASP-12 b,0.85400,0.01500,1.412000,0.007000,-0.007000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
378,WASP-12 b,0.87300,0.01500,1.418000,0.009000,-0.009000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
379,WASP-12 b,0.88700,0.01500,1.403000,0.008000,-0.008000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
380,WASP-12 b,0.90300,0.01500,1.404000,0.008000,-0.008000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
381,WASP-12 b,0.92300,0.01500,1.437000,0.008000,-0.008000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
382,WASP-12 b,0.93800,0.01500,1.429000,0.009000,-0.009000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
383,WASP-12 b,0.95200,0.01500,1.422000,0.014000,-0.014000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
384,WASP-12 b,0.97000,0.01500,1.476000,0.014000,-0.014000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
385,WASP-12 b,0.98500,0.01500,1.454000,0.011000,-0.011000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
386,WASP-12 b,1.00000,0.01500,1.424000,0.015000,-0.015000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
387,WASP-12 b,1.12500,0.05000,1.414000,0.013000,-0.013000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
388,WASP-12 b,1.17500,0.05000,1.378000,0.011000,-0.011000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
389,WASP-12 b,1.22500,0.05000,1.387000,0.010000,-0.010000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
390,WASP-12 b,1.27500,0.05000,1.361000,0.009000,-0.009000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
391,WASP-12 b,1.32500,0.05000,1.366000,0.010000,-0.010000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
392,WASP-12 b,1.37500,0.05000,1.388000,0.011000,-0.011000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
393,WASP-12 b,1.42500,0.05000,1.379000,0.011000,-0.011000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
394,WASP-12 b,1.47500,0.05000,1.395000,0.012000,-0.012000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
395,WASP-12 b,1.52500,0.05000,1.397000,0.012000,-0.012000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
396,WASP-12 b,1.57500,0.05000,1.359000,0.013000,-0.013000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
397,WASP-12 b,1.62500,0.05000,1.373000,0.013000,-0.013000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
398,WASP-12 b,3.60000,,1.341000,0.020000,-0.020000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
399,WASP-12 b,4.50000,,1.306000,0.031000,-0.031000,0,,,,,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AJ....147..161S target=ref>Stevenson et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
400,WASP-12 b,1.14500,,1.413100,0.023500,-0.023500,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
401,WASP-12 b,1.17200,,1.421100,0.023200,-0.023200,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
402,WASP-12 b,1.19900,,1.430200,0.022400,-0.022400,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
403,WASP-12 b,1.22600,,1.441700,0.022600,-0.022600,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
404,WASP-12 b,1.25300,,1.437600,0.022400,-0.022400,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
405,WASP-12 b,1.28100,,1.410300,0.023000,-0.023000,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
406,WASP-12 b,1.30800,,1.414300,0.020700,-0.020700,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
407,WASP-12 b,1.33500,,1.438700,0.019000,-0.019000,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
408,WASP-12 b,1.36200,,1.433800,0.018600,-0.018600,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
409,WASP-12 b,1.38900,,1.441900,0.022500,-0.022500,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
410,WASP-12 b,1.41600,,1.441400,0.020700,-0.020700,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
411,WASP-12 b,1.44300,,1.432200,0.021700,-0.021700,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
412,WASP-12 b,1.47100,,1.450500,0.023700,-0.023700,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
413,WASP-12 b,1.49800,,1.471900,0.023100,-0.023100,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
414,WASP-12 b,1.52400,,1.464500,0.022900,-0.022900,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
415,WASP-12 b,1.55200,,1.470700,0.028600,-0.028600,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
416,WASP-12 b,1.57900,,1.417000,0.029600,-0.029600,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
417,WASP-12 b,1.60600,,1.426400,0.032900,-0.032900,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
418,WASP-12 b,1.63300,,1.407300,0.040000,-0.040000,0,,,,,,,,,2455663.699736,0.000065,-0.000065,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
419,WASP-17 b,1.12800,,1.508700,0.025700,-0.025700,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
420,WASP-17 b,1.15600,,1.486700,0.025000,-0.025000,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
421,WASP-17 b,1.18400,,1.504400,0.025900,-0.025900,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
422,WASP-17 b,1.21200,,1.495700,0.021600,-0.021600,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
423,WASP-17 b,1.24000,,1.499800,0.022200,-0.022200,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
424,WASP-17 b,1.26800,,1.516600,0.022600,-0.022600,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
425,WASP-17 b,1.29600,,1.482200,0.023700,-0.023700,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
426,WASP-17 b,1.32500,,1.536200,0.019700,-0.019700,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
427,WASP-17 b,1.35300,,1.554500,0.022300,-0.022300,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
428,WASP-17 b,1.38100,,1.568600,0.023900,-0.023900,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
429,WASP-17 b,1.40900,,1.505000,0.026100,-0.026100,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
430,WASP-17 b,1.43700,,1.557800,0.025000,-0.025000,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
431,WASP-17 b,1.46500,,1.544600,0.026700,-0.026700,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
432,WASP-17 b,1.49300,,1.530000,0.024700,-0.024700,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
433,WASP-17 b,1.52100,,1.508600,0.022900,-0.022900,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
434,WASP-17 b,1.54900,,1.541000,0.031600,-0.031600,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
435,WASP-17 b,1.57700,,1.553400,0.028200,-0.028200,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
436,WASP-17 b,1.60600,,1.487500,0.027800,-0.027800,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
437,WASP-17 b,1.63400,,1.453000,0.030300,-0.030300,0,,,,,,,,,2455750.794793,0.000880,-0.000880,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
438,WASP-19 b,1.11800,,2.015900,0.017500,-0.017500,0,,,,,,,,,2455744.032268,0.000040,-0.000040,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
439,WASP-19 b,1.14600,,2.024100,0.020600,-0.020600,0,,,,,,,,,2455744.032268,0.000040,-0.000040,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
440,WASP-19 b,1.17400,,1.990500,0.017200,-0.017200,0,,,,,,,,,2455744.032268,0.000040,-0.000040,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779..128M target=ref>Mandell et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
